pedido_id,supplier_id,ingredient_id,nome_ingrediente,qtd_pedida,valor_pedido,data_pedido,data_entrega_prevista,status,order_type,date,categoria,unidade,saldo_atual,stock_position,criticidade_score,baseline_threshold,baseline_qtd_comprar,y_threshold,y_qtd_comprar,y_nivel_criticidade,consumo_ingrediente_dia,media_movel_consumo_7d,media_movel_consumo_14d,media_movel_consumo_28d,pedidos_em_aberto,qtd_em_transito,dias_para_proxima_entrega,lead_time_previsto,menor_preco_disponivel,preco_medio_disponivel,menor_lead_time,qtd_fornecedores_disponiveis,is_holiday,is_friday,flag_indisponibilidade,split_temporal
PED000000000018,FOR0005,ING0068,FERMENTO BIOLÓGICO SECO,1.5,94.51,2023-01-02,2023-01-06,entregue,emergencial,2023-01-02,"Grãos, Farinhas e Massas",KG,0.0,0.0,0.0,0.009285969381247728,0.5,0.019143112238390585,0.5,Emergencial,0.0,0.0010714285714285713,0.0010714285714285713,0.0010714285714285713,0,0.0,9999,4,56.18,59.88999999999999,4,3,0,0,0,train
PED000000000019,FOR0025,ING0072,MASSA PARA PASTEL,1.5,38.58,2023-01-02,2023-01-06,entregue,emergencial,2023-01-02,"Grãos, Farinhas e Massas",KG,0.25,0.25,999.0,0.0,0.0,0.0,0.0,OK,0.0,0.0,0.0,0.0,0,0.0,9999,4,20.51,22.26,4,3,0,0,0,train
PED000000000020,FOR0025,ING0073,POLVILHO AZEDO,1.5,18.63,2023-01-02,2023-01-07,entregue,emergencial,2023-01-02,"Grãos, Farinhas e Massas",KG,0.25,0.25,0.08399880004775244,2.976232992112716,6.5,2.619090134969859,8.0,Emergencial,0.7142857142857142,0.5357142857142856,0.5357142857142856,0.5357142857142856,0,0.0,9999,4,11.35,12.443333333333333,4,3,0,0,0,train
PED000000000021,FOR0025,ING0074,POLVILHO DOCE,3.7,49.55,2023-01-02,2023-01-06,entregue,emergencial,2023-01-02,"Grãos, Farinhas e Massas",KG,0.0,0.0,0.0,2.976232992112716,7.0,2.619090134969859,8.0,Emergencial,0.7142857142857142,0.5357142857142856,0.5357142857142856,0.5357142857142856,0,0.0,9999,4,10.45,11.316666666666668,4,3,0,0,0,train
PED000000000022,FOR0019,ING0085,IOGURTE GREGO,2.0,79.94,2023-01-02,2023-01-04,entregue,emergencial,2023-01-02,Laticínios,L,0.25,0.25,0.3007518796992481,0.83125,3.0,6.20625,14.0,Emergencial,0.25,0.3125,0.3125,0.3125,0,0.0,9999,2,34.53,35.473333333333336,2,3,0,0,0,train
PED000000000023,FOR0004,ING0097,RICOTA,1.5,42.16,2023-01-02,2023-01-04,entregue,emergencial,2023-01-02,Laticínios,KG,0.0,0.0,0.0,0.11935714285714286,0.5,0.14507142857142855,0.5,Emergencial,0.00857142857142857,0.027857142857142855,0.027857142857142855,0.027857142857142855,0,0.0,9999,2,30.12,33.28333333333333,2,3,0,0,0,train
PED000000000024,FOR0023,ING0098,ACELGA,1.5,11.98,2023-01-02,2023-01-03,entregue,emergencial,2023-01-02,Legumes e Verduras,KG,0.25,0.25,0.8445833854002762,0.29600392847121504,2.0,0.547003928471215,2.5,Emergencial,0.252,0.219,0.219,0.219,0,0.0,9999,1,7.93,8.17,1,2,0,0,0,train
PED000000000025,FOR0023,ING0103,CEBOLA BRANCA,1.5,9.89,2023-01-02,2023-01-03,entregue,emergencial,2023-01-02,Legumes e Verduras,KG,0.25,0.25,9.517731988799122,0.026266761902332486,0.0,0.0638667619023325,0.5,OK,0.0252,0.024399999999999998,0.024399999999999998,0.024399999999999998,0,0.0,9999,1,6.52,6.71,1,2,0,0,0,train
PED000000000026,FOR0025,ING0125,SAKÊ MIRIM,4.0,176.08,2023-01-02,2023-01-06,entregue,emergencial,2023-01-02,Molhos e Condimentos,L,0.75,0.75,15.182032574440312,0.04940049998724554,0.0,0.039200499987245556,0.0,OK,0.011999999999999999,0.009899999999999999,0.009899999999999999,0.009899999999999999,0,0.0,9999,4,45.56,49.07333333333333,4,3,0,0,0,train
PED000000000027,FOR0009,ING0127,TAHINE,3.0,205.01,2023-01-02,2023-01-06,entregue,emergencial,2023-01-02,Molhos e Condimentos,KG,0.25,0.25,67.26446626721585,0.00371667261889578,0.0,0.00394167261889578,0.0,OK,0.000875,0.0009,0.0009,0.0009,0,0.0,9999,4,60.4,66.17666666666668,4,3,0,0,0,train
PED000000000028,FOR0006,ING0130,AMENDOIM SEM SAL,1.72,50.37,2023-01-02,2023-01-06,entregue,emergencial,2023-01-02,Nozes e Sementes,KG,0.25,0.25,2.5108195414217427,0.09956908327168681,0.0,0.21116908327168682,0.5,Atencao,0.0029,0.013049999999999999,0.013049999999999999,0.013049999999999999,0,0.0,9999,4,33.34,36.233333333333334,4,3,0,0,0,train
PED000000000029,FOR0016,ING0133,CASTANHA DE CAJU,2.24,228.56,2023-01-02,2023-01-07,entregue,emergencial,2023-01-02,Nozes e Sementes,KG,0.75,0.75,4.218872361217494,0.17777262163569293,0.0,0.07701706608013738,0.5,OK,0.023955555555555556,0.033411111111111114,0.033411111111111114,0.033411111111111114,0,0.0,9999,4,90.77,100.50333333333333,4,3,0,0,0,train
PED000000000030,FOR0006,ING0134,CASTANHA DO PARÁ,2.0,199.02,2023-01-02,2023-01-06,entregue,emergencial,2023-01-02,Nozes e Sementes,KG,0.0,0.0,0.0,0.00686683332908185,0.5,0.0032668333290818497,0.5,Emergencial,0.0002,0.0009000000000000001,0.0009000000000000001,0.0009000000000000001,0,0.0,9999,4,103.63,111.59333333333332,4,3,0,0,0,train
PED000000000031,FOR0016,ING0135,COCO DESIDRATADO EM FITAS,1.5,109.3,2023-01-02,2023-01-06,entregue,emergencial,2023-01-02,Nozes e Sementes,KG,0.0,0.0,0.0,0.023800547605078458,0.5,0.016067214271745126,0.5,Emergencial,0.0009666666666666667,0.0032666666666666664,0.0032666666666666664,0.0032666666666666664,0,0.0,9999,4,67.94,72.38333333333334,4,3,0,0,0,train
PED000000000032,FOR0025,ING0137,GERGELIM PRETO,1.5,99.02,2023-01-02,2023-01-06,entregue,emergencial,2023-01-02,Nozes e Sementes,KG,0.25,0.25,39.99942859416782,0.006250089283436705,0.0,0.009500089283436706,0.0,OK,0.0015,0.0011250000000000001,0.0011250000000000001,0.0011250000000000001,0,0.0,9999,4,51.44,53.81333333333333,4,3,0,0,0,train
PED000000000033,FOR0016,ING0138,GERGELIM PRETO TORRADO,2.0,124.62,2023-01-02,2023-01-09,entregue,emergencial,2023-01-02,Nozes e Sementes,KG,0.25,0.25,999.0,0.0,0.0,0.0,0.0,OK,0.0,0.0,0.0,0.0,0,0.0,9999,4,55.31,58.50666666666667,4,3,0,0,0,train
PED000000000034,FOR0006,ING0145,SEMENTE DE ABÓBORA,1.82,83.42,2023-01-02,2023-01-06,entregue,emergencial,2023-01-02,Nozes e Sementes,KG,0.25,0.25,15.384418153516489,0.01625020832801898,0.0,0.01716687499468565,0.0,OK,0.0021666666666666666,0.0030416666666666665,0.0030416666666666665,0.0030416666666666665,0,0.0,9999,4,41.03,43.92666666666667,4,3,0,0,0,train
PED000000000035,FOR0025,ING0146,SEMENTE DE CHIA,3.57,154.62,2023-01-02,2023-01-07,entregue,emergencial,2023-01-02,Nozes e Sementes,KG,0.25,0.25,1.6216059694536287,0.1541681547239451,0.5,0.7916681547239451,1.5,Emergencial,0.025,0.03125,0.03125,0.03125,0,0.0,9999,4,36.27,39.77333333333333,4,3,0,0,0,train
PED000000000036,FOR0025,ING0147,SEMENTE DE COENTRO,1.81,39.85,2023-01-02,2023-01-06,entregue,emergencial,2023-01-02,Nozes e Sementes,KG,0.75,0.75,599.9914289125173,0.001250017856687341,0.0,0.001900017856687341,0.0,OK,0.00030000000000000003,0.00022500000000000002,0.00022500000000000002,0.00022500000000000002,0,0.0,9999,4,20.79,23.103333333333335,4,3,0,0,0,train
PED000000000037,FOR0016,ING0148,SEMENTE DE GIRASSOL,2.5,81.73,2023-01-02,2023-01-07,entregue,emergencial,2023-01-02,Nozes e Sementes,KG,0.0,0.0,0.0,0.017625163686300627,0.5,0.02016683035296729,0.5,Emergencial,0.0029166666666666664,0.0036041666666666665,0.0036041666666666665,0.0036041666666666665,0,0.0,9999,4,29.69,32.32666666666667,4,3,0,0,0,train
PED000000000038,FOR0016,ING0149,SEMENTE DE MOSTARDA,1.89,98.71,2023-01-02,2023-01-06,entregue,emergencial,2023-01-02,Nozes e Sementes,KG,0.25,0.25,57.43978005758453,0.004352384353654732,0.0,0.0031523843536547316,0.0,OK,0.0010857142857142858,0.0010714285714285715,0.0010714285714285715,0.0010714285714285715,0,0.0,9999,4,47.51,50.79,4,3,0,0,0,train
PED000000000039,FOR0008,ING0150,APARAS DE FRANGO,2.5,57.12,2023-01-02,2023-01-05,entregue,emergencial,2023-01-02,Proteínas,KG,0.75,0.75,25.562161364226846,0.029340241981634346,0.0,0.036284686426078794,0.0,OK,0.008333333333333333,0.004166666666666667,0.004166666666666667,0.004166666666666667,0,0.0,9999,3,21.4,22.41,3,2,0,0,0,train
PED000000000040,FOR0008,ING0151,APARAS DE SALMÃO,2.5,176.06,2023-01-02,2023-01-05,entregue,emergencial,2023-01-02,Proteínas,KG,0.25,0.25,999.0,0.0,0.0,0.0,0.0,OK,0.0,0.0,0.0,0.0,0,0.0,9999,3,73.58,75.82499999999999,3,2,0,0,0,train
PED000000000041,FOR0008,ING0156,CHARQUE DESFIADA,1.5,121.78,2023-01-02,2023-01-05,entregue,emergencial,2023-01-02,Proteínas,KG,0.25,0.25,8.520720454742282,0.029340241981634346,0.0,0.054340241981634355,0.0,OK,0.0,0.004166666666666667,0.004166666666666667,0.004166666666666667,0,0.0,9999,3,74.11,76.49000000000001,3,2,0,0,0,train
PED000000000042,FOR0018,ING0168,APARAS DE PÃO,3.0,23.79,2023-01-02,2023-01-05,entregue,emergencial,2023-01-02,Semi-prontos e Preparados,KG,0.25,0.25,11.069191002427104,0.02258520970007504,0.0,0.02190339151825686,0.0,OK,0.002727272727272727,0.004772727272727272,0.004772727272727272,0.004772727272727272,0,0.0,9999,3,7.9,8.270000000000001,3,3,0,0,0,train
PED000000000043,FOR0014,ING0199,GRÃO DE BICO COZIDO,1.78,29.24,2023-01-02,2023-01-05,entregue,emergencial,2023-01-02,Semi-prontos e Preparados,KG,0.25,0.25,5.1001438326005495,0.04901822540807162,0.0,0.05689322540807161,0.0,OK,0.015312499999999998,0.01575,0.01575,0.01575,0,0.0,9999,3,17.67,18.44,3,3,0,0,0,train
PED000000000044,FOR0025,ING0223,CANELA,2.0,191.37,2023-01-02,2023-01-09,entregue,emergencial,2023-01-02,Temperos e Especiarias,KG,0.25,0.25,92.59055140675653,0.002700059522291137,0.0,0.0022333928556244704,0.0,OK,0.00013333333333333334,0.0003833333333333334,0.0003833333333333334,0.0003833333333333334,0,0.0,9999,4,80.06,89.07000000000001,4,3,0,0,0,train
PED000000000045,FOR0024,ING0225,CUMARU,2.0,590.19,2023-01-02,2023-01-06,entregue,emergencial,2023-01-02,Temperos e Especiarias,KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Emergencial,0.0,0.0,0.0,0.0,0,0.0,9999,4,302.62,330.8833333333333,4,3,0,0,0,train
PED000000000046,FOR0025,ING0226,FLOR DE SAL,1.5,206.26,2023-01-02,2023-01-07,entregue,emergencial,2023-01-02,Temperos e Especiarias,KG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Emergencial,0.0,0.0,0.0,0.0,0,0.0,9999,4,105.13,112.94333333333333,4,3,0,0,0,train
PED000000000047,FOR0025,ING0227,GENGIBRE,1.5,41.22,2023-01-02,2023-01-06,entregue,emergencial,2023-01-02,Temperos e Especiarias,KG,0.25,0.25,1.826506970019814,0.1368732800386127,0.5,0.24491137527670798,1.0,Atencao,0.03181428571428571,0.03292380952380952,0.03292380952380952,0.03292380952380952,0,0.0,9999,4,21.14,22.13,4,3,0,0,0,train
PED000000000048,FOR0025,ING0229,NOZ MOSCADA,1.45,128.64,2023-01-02,2023-01-06,entregue,emergencial,2023-01-02,Temperos e Especiarias,KG,0.25,0.25,999.0,0.0,0.0,0.0,0.0,OK,0.0,0.0,0.0,0.0,0,0.0,9999,4,90.77,95.97333333333331,4,3,0,0,0,train
PED000000000049,FOR0025,ING0233,PASTA DE TEMPERO,2.5,131.51,2023-01-02,2023-01-06,entregue,emergencial,2023-01-02,Temperos e Especiarias,KG,0.25,0.25,999.0,0.0,0.0,0.0,0.0,OK,0.0,0.0,0.0,0.0,0,0.0,9999,4,51.14,54.46333333333333,4,3,0,0,0,train
PED000000000050,FOR0024,ING0235,PIMENTA SÍRIA,1.5,125.74,2023-01-02,2023-01-06,entregue,emergencial,2023-01-02,Temperos e Especiarias,KG,0.25,0.25,999.0,0.0,0.0,0.0,0.0,OK,0.0,0.0,0.0,0.0,0,0.0,9999,4,75.04,78.31333333333333,4,3,0,0,0,train
PED000000000051,FOR0024,ING0237,PÁPRICA PICANTE,1.54,104.2,2023-01-02,2023-01-06,entregue,emergencial,2023-01-02,Temperos e Especiarias,KG,0.25,0.25,12.135829756780833,0.020600157138848604,0.0,0.027760157138848607,0.0,OK,0.005040000000000001,0.00438,0.00438,0.00438,0,0.0,9999,4,64.21,68.76666666666667,4,3,0,0,0,train
PED000000000052,FOR0025,ING0239,ÁCIDO CÍTRICO,2.0,120.3,2023-01-02,2023-01-06,entregue,emergencial,2023-01-02,Temperos e Especiarias,KG,0.25,0.25,54.999214316980755,0.004545519478863058,0.0,0.012181883115226695,0.0,OK,0.001090909090909091,0.0008181818181818182,0.0008181818181818182,0.0008181818181818182,0,0.0,9999,4,53.5,56.67666666666667,4,3,0,0,0,train
PED000000000053,FOR0025,ING0241,GORDURA DE PALMA,2.34,48.57,2023-01-02,2023-01-06,entregue,emergencial,2023-01-02,Óleos e Gorduras,KG,0.0,0.0,0.0,0.09999999999999998,0.5,0.12499999999999997,0.5,Emergencial,0.024999999999999994,0.024999999999999994,0.024999999999999994,0.024999999999999994,0,0.0,9999,4,21.37,21.91,4,2,0,0,0,train
PED000000000054,FOR0025,ING0244,ÓLEO DE SOJA,2.5,26.89,2023-01-02,2023-01-06,entregue,emergencial,2023-01-02,Óleos e Gorduras,L,0.25,0.25,0.09067764914442672,2.7570189827243183,6.0,2.700736515191851,8.0,Emergencial,0.6585308441558442,0.47425324675324676,0.47425324675324676,0.47425324675324676,0,0.0,9999,4,9.17,9.365,4,2,0,0,0,train
PED000000000055,FOR0001,ING0001,AÇÚCAR CRISTAL,2.5,16.8,2023-01-03,2023-01-06,entregue,emergencial,2023-01-03,Açúcares e Mel,KG,0.75,3.25,8.824172017005331,0.3683065100880656,0.0,0.3488065100880656,0.0,OK,0.13425,0.06825,0.06825,0.06825,1,2.5,2,3,6.31,6.72,3,3,0,0,0,train
PED000000000056,FOR0022,ING0005,AÇÚCAR IMPALPÁVEL,2.0,37.0,2023-01-03,2023-01-06,entregue,emergencial,2023-01-03,Açúcares e Mel,KG,0.0,2.0,106.27120422474401,0.0188197735650983,0.0,0.0258197735650983,0.0,OK,0.007,0.0026666666666666666,0.0026666666666666666,0.0026666666666666666,1,2.0,2,3,15.7,16.18,3,3,0,0,0,train
PED000000000057,FOR0022,ING0009,XAROPE DE DEMERARA,4.5,145.93,2023-01-03,2023-01-06,entregue,emergencial,2023-01-03,Açúcares e Mel,KG,0.75,5.25,4.5306216544429505,1.1587813771321187,0.0,1.2912813771321185,0.0,OK,0.40875,0.28,0.28,0.28,1,4.5,2,3,25.91,28.30333333333333,3,3,0,0,0,train
PED000000000058,FOR0025,ING0011,CHÁ VERDE,1.5,182.28,2023-01-03,2023-01-06,entregue,emergencial,2023-01-03,Bebidas e Bases,KG,0.25,1.75,152.98765398921955,0.011438831529002436,0.0,0.01751026010043101,0.0,OK,0.004285714285714287,0.0015476190476190479,0.0015476190476190479,0.0015476190476190479,1,1.5,2,3,109.98,116.76666666666667,3,3,0,0,0,train
PED000000000059,FOR0011,ING0016,ESSÊNCIA DE BAUNILHA,1.5,125.57,2023-01-03,2023-01-06,entregue,emergencial,2023-01-03,Bebidas e Bases,L,0.25,1.75,999.0,0.0,0.0,0.0,0.0,OK,0.0,0.0,0.0,0.0,1,1.5,2,3,91.26,97.16666666666667,3,3,0,0,0,train
PED000000000060,FOR0021,ING0031,CHOCOLATE MEIO AMARGO,2.0,171.87,2023-01-03,2023-01-07,entregue,emergencial,2023-01-03,Chocolates e Cacau,KG,0.25,2.25,1.985520304203878,1.133204226235384,0.5,0.9283005225316803,1.5,OK,0.32555555555555554,0.1686148148148148,0.1686148148148148,0.1686148148148148,1,2.0,4,4,76.46,84.61333333333333,4,3,0,0,0,train
PED000000000061,FOR0023,ING0036,LIMÃO SICILIANO,2.0,33.69,2023-01-03,2023-01-04,entregue,emergencial,2023-01-03,Frutas Frescas,KG,0.25,0.25,0.9913170344849771,0.2521897549454333,1.0,0.3427397549454333,1.0,Critico,0.20865,0.1093590909090909,0.1093590909090909,0.1093590909090909,0,0.0,9999,1,13.92,14.653333333333334,1,3,0,0,0,train
PED000000000062,FOR0007,ING0046,SUMO DE LIMÃO TAHITI,1.0,7.44,2023-01-03,2023-01-05,entregue,emergencial,2023-01-03,Frutas Frescas,L,0.0,0.0,0.0,0.04629033762174271,0.5,0.07902367095507606,0.5,Emergencial,0.0388,0.03386666666666666,0.03386666666666666,0.03386666666666666,0,0.0,9999,1,6.12,6.716666666666666,1,3,0,0,0,train
PED000000000063,FOR0018,ING0050,CRANBERRY SECO,1.0,81.06,2023-01-03,2023-01-05,entregue,emergencial,2023-01-03,Frutas Secas e Congeladas,KG,0.25,1.25,257.6583836692864,0.004851384931469643,0.0,0.003051384931469643,0.0,OK,0.0,0.0008999999999999999,0.0008999999999999999,0.0008999999999999999,1,1.0,2,2,64.27,70.16666666666667,2,3,0,0,0,train
PED000000000064,FOR0003,ING0051,DAMASCO SECO,2.0,157.46,2023-01-03,2023-01-05,entregue,emergencial,2023-01-03,Frutas Secas e Congeladas,KG,0.25,2.2,680.2181328869161,0.0032342566209797624,0.0,0.0020342566209797623,0.0,OK,0.0,0.0006000000000000001,0.0006000000000000001,0.0006000000000000001,1,1.95,1,2,67.34,73.96,2,3,0,0,0,train
PED000000000065,FOR0013,ING0053,HIBISCO SECO,2.28,214.85,2023-01-03,2023-01-07,entregue,emergencial,2023-01-03,Frutas Secas e Congeladas,KG,0.0,2.0,1342.9698649063348,0.0014892366926933908,0.0,0.0010649942684509664,0.0,OK,0.00018181818181818183,0.0003030303030303031,0.0003030303030303031,0.0003030303030303031,1,2.0,2,2,84.33,86.69333333333333,2,3,0,0,0,train
PED000000000066,FOR0018,ING0054,MIX DE FRUTAS VERMELHAS,1.0,40.3,2023-01-03,2023-01-05,entregue,emergencial,2023-01-03,Frutas Secas e Congeladas,KG,0.0,0.93,1.215959783891255,0.7648279263183027,1.0,0.910161259651636,1.5,Atencao,0.38,0.14933333333333335,0.14933333333333335,0.14933333333333335,1,0.93,1,2,35.64,38.42666666666667,2,3,0,0,0,train
PED000000000067,FOR0018,ING0055,MIX DE FRUTAS VERMELHAS CONGELADAS,2.0,93.56,2023-01-03,2023-01-08,entregue,emergencial,2023-01-03,Frutas Secas e Congeladas,KG,0.25,2.55,114.15243851703845,0.022338550390400863,0.0,0.0159749140267645,0.0,OK,0.0027272727272727275,0.004545454545454546,0.004545454545454546,0.004545454545454546,1,2.3,1,2,37.08,39.85333333333333,2,3,0,0,0,train
PED000000000068,FOR0003,ING0058,UVA PASSA BRANCA,3.0,142.61,2023-01-03,2023-01-07,entregue,emergencial,2023-01-03,Frutas Secas e Congeladas,KG,0.75,3.75,275.41677600520853,0.013615728331411017,0.0,0.011504617220299908,0.0,OK,0.004,0.0038888888888888883,0.0038888888888888883,0.0038888888888888883,1,3.0,1,2,41.65,43.56,2,3,0,0,0,train
PED000000000069,FOR0025,ING0064,FARELO DE AVEIA,2.0,25.9,2023-01-03,2023-01-07,entregue,emergencial,2023-01-03,"Grãos, Farinhas e Massas",KG,0.25,2.25,11.2876254180602,0.19933333333333333,0.0,0.24600000000000002,0.0,OK,0.05333333333333334,0.03333333333333333,0.03333333333333333,0.03333333333333333,1,2.0,3,4,12.85,13.51,4,3,0,0,0,train
PED000000000070,FOR0025,ING0065,FARINHA DE GRÃO DE BICO,2.0,38.22,2023-01-03,2023-01-07,entregue,emergencial,2023-01-03,"Grãos, Farinhas e Massas",KG,0.25,2.25,691.8641936926693,0.0032520833141994696,0.0,0.004178009240125395,0.0,OK,0.0005555555555555556,0.0004629629629629629,0.0004629629629629629,0.0004629629629629629,1,2.0,4,4,16.93,18.176666666666666,4,3,0,0,0,train
