ingredient_id,date,nome_ingrediente,unidade,categoria_id,is_compravel,is_produzido_internamente,categoria,perfil_perecivel_estimado,quantidade_por_unidade_de_compra,saldo_atual,consumo_ingrediente_dia,dia_da_semana,is_friday,dias_ate_sexta,is_weekend,mes,semana_do_ano,dia_do_mes,is_summer,is_sao_joao,is_holiday,nome_feriado,tipo_feriado,is_carnaval_window,menor_preco_disponivel,preco_medio_disponivel,maior_preco_disponivel,menor_lead_time,lead_time_medio_fornecedores,qtd_fornecedores_disponiveis,maior_desconto_disponivel,min_to_discount,fornecedor_mais_barato,fornecedor_mais_rapido,preco_min_max_ratio,flag_indisponibilidade,ingrediente_afetado_por_indisponibilidade,produto_indisponivel_relacionado,dias_em_indisponibilidade,audit_qtd_pedida_no_dia,audit_valor_pedido_no_dia,audit_comprou_no_dia,audit_order_type_no_dia,lead_time_pedido_no_dia,saldo_lag_1,saldo_lag_7,variacao_estoque_1d,variacao_estoque_7d,flag_ruptura,consumo_lag_1d,consumo_lag_7d,consumo_lag_14d,consumo_lag_28d,media_movel_consumo_7d,desvio_consumo_7d,consumo_max_7d,media_movel_consumo_14d,desvio_consumo_14d,consumo_max_14d,media_movel_consumo_28d,desvio_consumo_28d,consumo_max_28d,tendencia_consumo_7_vs_28,dias_desde_ultimo_consumo,qtd_pedida_no_dia_audit,comprou_no_dia_audit,valor_pedido_no_dia_audit,order_type_no_dia_audit,total_pedido_30d,media_qtd_pedida_30d,lead_time_medio_realizado,dias_desde_ultimo_pedido,qtd_ultimo_pedido,tipo_ultimo_pedido,pedidos_em_aberto,qtd_em_transito,estoque_em_aberto,qtd_em_transito_no_horizonte,dias_para_proxima_entrega,stock_position,lead_time_previsto,dias_de_cobertura,flag_subestoque,flag_sobrestoque,y_qtd_comprar,y_threshold,y_comprar,y_demanda_futura_horizonte,y_demanda_futura_lead_time,safety_stock,horizonte_dias,target_horizonte_completo,baseline_threshold,baseline_order_up_to,baseline_qtd_comprar,baseline_comprar,criticidade_score,y_criticidade_score,y_nivel_criticidade,split_temporal
ING0127,2023-04-03,TAHINE,KG,CAT0009,1,0,Molhos e Condimentos,neutro,0.5,0.0,0.0009,0,0,4,0,4,14,3,0,0,0,,,0,60.4,66.17666666666668,69.29,4,5.0,3,0.08,0,FOR0009,FOR0025,0.8716986578149805,0,0,,0,,,,,,0.0,0.25,0.0,-0.25,1,0.00135,0.00245,0.002425,0.002725,0.0014857142857142,0.0006782110571903,0.00285,0.0011464285714285,0.0008996717960786,0.00285,0.0016866071428571,0.001286818538512,0.005025,0.8808893594494442,0,0.0,0,0.0,,0.0,0.0,4.2,87,1.5,sexta,0,0.0,0.0,0.0,9999,0.0,4,0.0,1,0,0.5,0.0047965011770896,1,0.0167749999999999,0.0005499999999999,0.0042465011770896,11,1,0.0109929297485182,0.0227991797485182,0.5,1,0.0,0.0,Emergencial,train
ING0062,2023-04-13,BIFUM,KG,CAT0006,1,0,"Grãos, Farinhas e Massas",neutro,0.5,13.5,0.3,3,0,1,0,4,15,13,0,0,0,,,0,17.07,18.613333333333333,19.78,4,4.333333333333333,3,0.1,0,FOR0005,FOR0005,0.8629929221435794,0,0,,0,,,,,,13.5,36.0,0.0,-22.5,0,0.1,0.0,1.0,1.1,0.1999999999999999,0.1825741858350553,0.5,0.1642857142857142,0.2205138853368953,0.7,0.2428571428571428,0.280777454287161,1.0,0.8235294117647057,0,0.0,0,0.0,,1.5,0.05,4.0,13,1.0,sexta,0,0.0,0.0,0.0,9999,13.5,4,82.17391304347827,0,1,0.0,2.9265655991476383,0,6.1000000000000085,2.000000000000007,0.9265655991476311,11,1,1.897994170576203,3.597994170576203,0.0,0,7.112772109253424,4.612915563530123,OK,train
ING0126,2023-04-29,SHOYU,L,CAT0009,1,0,Molhos e Condimentos,neutro,0.5,42.19,1.884,5,0,6,1,4,17,29,0,0,0,,,0,31.93,33.36666666666667,35.99,4,5.0,3,0.08,0,FOR0009,FOR0012,0.8871908863573215,0,0,,0,,,,,,42.19,42.19,0.0,0.0,0,1.31,4.438000000000001,3.798,3.266,0.9758571428571428,0.7182574813559657,1.884,2.6395714285714287,2.2328596261050784,7.634,2.5052142857142856,2.227260572111996,7.634,0.3895304080061585,0,0.0,0,0.0,,71.0,2.3666666666666667,5.0,5,16.0,emergencial,0,0.0,0.0,0.0,9999,42.19,4,15.983655355306595,0,0,0.0,13.164959887969584,0,32.476999999999975,5.814999999999998,7.349959887969586,11,1,17.37081703082673,34.90731703082673,0.0,0,2.4287861604395733,3.204719221252934,OK,train
ING0230,2023-05-02,PASTA DE ALHO,KG,CAT0013,1,0,Temperos e Especiarias,neutro,0.5,0.48,2.45,1,0,3,0,5,18,2,0,0,0,,,0,23.49,24.96,27.59,4,5.666666666666667,3,0.1,0,FOR0009,FOR0025,0.8513954331279449,0,0,,0,,,,,,77.51,77.51,-77.03,-77.03,0,3.1833333333333336,1.9166666666666667,5.550000000000001,0.0333333333333333,1.9785714285714289,1.2478765031828156,3.966666666666667,3.545238095238095,3.436552067100122,11.016666666666667,3.7220238095238094,3.20112201770748,11.016666666666667,0.5315848392771471,0,0.0,0,0.0,,80.96,2.6986666666666665,6.5,11,80.96,sexta,0,0.0,0.0,0.0,9999,0.48,4,0.135392881128274,1,0,52.5,37.747035991767966,1,42.2999999999999,27.18333333333328,10.563702658434684,11,1,25.45179789652992,51.505964563196585,51.5,1,0.018859178512707,0.0127162302254587,Emergencial,train
ING0244,2023-05-04,ÓLEO DE SOJA,L,CAT0014,1,0,Óleos e Gorduras,neutro,0.5,0.25,1.7228100649350653,3,0,1,0,5,18,4,0,0,0,,,0,9.17,9.365,9.56,4,4.5,2,0.1,0,FOR0010,FOR0025,0.959205020920502,0,0,,0,,,,,,0.75,0.25,-0.5,0.0,0,1.3822775974025976,1.3188003246753248,1.1490795454545455,0.3978051948051948,1.0578965677179963,0.6713979612984594,1.7228100649350653,1.5585797773654917,1.3692346791037862,4.783337662337662,1.811667439703154,1.4122606663183304,4.81085064935065,0.5839352987937649,0,0.0,0,0.0,,7.5,0.25,4.875,6,2.5,sexta,0,0.0,0.0,0.0,9999,0.25,4,0.1604024404978368,1,0,15.0,9.715284874175172,1,10.496063311688289,5.0548246753246815,4.66046019885049,11,1,11.907129957663106,24.588802035585186,24.5,1,0.0209958235854398,0.0257326473940605,Emergencial,train
ING0147,2023-06-04,SEMENTE DE COENTRO,KG,CAT0010,1,0,Nozes e Sementes,neutro,0.5,0.25,0.00065,6,0,5,1,6,22,4,0,0,0,,,0,20.79,23.10333333333333,24.93,4,5.0,3,0.07,0,FOR0006,FOR0025,0.8339350180505415,0,0,,0,,,,,,0.25,0.25,0.0,0.0,0,0.00065,0.00035,0.00035,0.0006,0.0004571428571428,0.0001966989481173,0.00065,0.000425,0.0001578095249148,0.00065,0.0005125,0.0005605263729877,0.0026,0.8919860627177698,0,0.0,0,0.0,,0.6,0.02,5.75,23,0.6,sexta,0,0.0,0.0,0.0,9999,0.25,4,588.2352941176471,0,1,0.0,0.0080997370308596,0,0.01055,0.00625,0.0018497370308596,11,1,0.0038997370308596,0.0074872370308596,0.0,0,64.10688670074067,30.86519957962977,OK,train
ING0221,2023-06-05,ALECRIM,KG,CAT0013,1,0,Temperos e Especiarias,neutro,0.5,90.0,2.606055555555556,0,0,4,0,6,23,5,0,0,0,,,0,25.9,28.040000000000003,29.96,4,5.666666666666667,3,0.1,0,FOR0009,FOR0025,0.8644859813084111,0,0,,0,,,,,,33.75,90.0,56.25,0.0,0,0.4008888888888889,0.4024444444444445,1.2007222222222222,0.0,1.2020396825396829,0.9035772310451704,2.606055555555556,1.0588809523809524,0.8252602095778119,2.606055555555556,1.0089265873015874,1.1070010084688977,5.007777777777778,1.1914045062035523,0,0.0,0,0.0,,91.0,3.033333333333333,5.117647058823529,3,25.5,sexta,1,25.5,25.5,25.5,2,115.5,4,84.9953904616284,0,1,0.0,11.26415888350293,0,19.823333333333352,7.611055555555566,3.6531033279473615,11,1,7.688809677153712,14.751295788264825,0.0,0,15.021831057048152,10.25376161633844,OK,train
ING0149,2023-08-10,SEMENTE DE MOSTARDA,KG,CAT0010,1,0,Nozes e Sementes,neutro,0.5,0.25,0.0024,3,0,1,0,8,32,10,0,0,0,,,0,47.51,50.79,53.17,4,5.0,3,0.1,0,FOR0006,FOR0025,0.8935489937934925,0,0,,0,,,,,,0.75,0.25,-0.5,0.0,0,0.0024857142857142,0.0007714285714285,0.0003428571428571,0.0022285714285714,0.0015102040816326,0.0008202253832333,0.0024857142857142,0.0012183673469387,0.0007971382994754,0.0024857142857142,0.0013938775510204,0.0011124352330433,0.0052,1.0834553440702783,0,0.0,0,0.0,,0.52,0.0173333333333333,4.0,20,0.52,sexta,0,0.0,0.0,0.0,9999,0.25,4,205.1926298157454,0,1,0.0,0.009471036269043,0,0.0162285714285713,0.0057999999999999,0.003671036269043,11,1,0.0092465464731247,0.0190036893302675,0.0,0,27.037121451412187,26.39626677570096,OK,train
ING0192,2023-08-31,EMPANAMENTO SECO,KG,CAT0012,1,0,Semi-prontos e Preparados,neutro,0.5,106.88,2.583333333333333,3,0,1,0,8,35,31,0,0,0,,,0,16.99,18.546666666666667,19.51,3,3.6666666666666665,3,0.12,40,FOR0014,FOR0018,0.8708354689902612,0,0,,0,,,,,,106.88,106.88,0.0,0.0,0,6.25,1.9166666666666667,4.916666666666666,3.25,5.571428571428572,3.4235799203318447,12.916666666666666,4.880952380952381,3.7513123466787377,12.916666666666666,5.529761904761904,4.025460015485532,15.0,1.0075349838536063,0,0.0,0,0.0,,79.12,2.6373333333333333,3.1666666666666665,3,50.12,emergencial,0,0.0,0.0,0.0,9999,106.88,3,21.89736585365853,0,0,24.5,45.08763042991886,1,119.58333333333326,33.58333333333326,11.5042970965856,10,1,28.09358281087131,66.80191614420464,0.0,0,3.8044275349116696,2.37049494464179,OK,train
ING0033,2023-09-07,ABACATE,KG,CAT0004,1,0,Frutas Frescas,neutro,0.5,9.79,0.16,3,0,1,0,9,36,7,0,0,1,Independência do Brasil,NACIONAL,0,11.86,12.44,12.78,1,1.3333333333333333,3,0.12,0,FOR0003,FOR0023,0.9280125195618152,0,0,,0,,,,,,9.79,0.07,0.0,9.72,0,1.7,0.41,0.03,0.4599999999999999,0.6214285714285713,0.6522123522143323,1.7,0.45,0.4887818453131132,1.7,0.3789285714285714,0.4107205888635267,1.7,1.6399622997172478,0,0.0,0,0.0,,7.66,0.2553333333333333,1.0909090909090908,13,1.5,sexta,0,0.0,0.0,0.0,9999,9.79,1,21.755555555555556,0,0,0.0,1.0176889716248223,0,2.019999999999996,0.3400000000000034,0.6776889716248191,8,1,1.0566175430533904,3.7091175430533903,0.0,0,9.265414969080553,9.61983501144704,OK,train
ING0199,2023-10-01,GRÃO DE BICO COZIDO,KG,CAT0012,1,0,Semi-prontos e Preparados,seco,0.5,0.75,0.0608124999999999,6,0,5,1,10,39,1,0,0,0,,,0,17.67,18.44,19.26,3,3.6666666666666665,3,0.12,0,FOR0014,FOR0018,0.9174454828660435,0,0,,0,,,,,,0.0,0.75,0.75,0.0,0,0.0074375,0.0074375,0.0209999999999999,0.0109375,0.0172499999999999,0.0223637075787237,0.0608124999999999,0.0215624999999999,0.0216574761696384,0.0621249999999999,0.0275468749999999,0.0311119805108557,0.1448124999999999,0.62620533182076,0,0.0,0,0.0,,2.0,0.0666666666666666,3.066666666666667,2,0.5,sexta,1,0.5,0.5,0.5,1,1.25,3,34.78260869565218,0,1,0.0,0.1807894260986765,0,0.2432499999999997,0.0918749999999999,0.0889144260986766,10,1,0.1715550510986766,0.3643831760986766,0.0,0,7.286290855295268,6.914121179397617,OK,train
ING0232,2023-10-01,PASTA DE GOCHUJANG,KG,CAT0013,1,0,Temperos e Especiarias,neutro,0.5,21.38,0.9500833333333334,6,0,5,1,10,39,1,0,0,0,,,0,80.56,84.235,87.91,6,6.5,2,0.05,0,FOR0009,FOR0024,0.9163917643044024,0,0,,0,,,,,,21.38,21.38,0.0,0.0,0,0.217,0.5173333333333334,0.2,0.5333333333333334,0.4025595238095238,0.3331511158698061,0.9500833333333334,0.4609464285714286,0.2879917414962248,0.9500833333333334,0.9330654761904764,1.4660899810339885,7.33525,0.4314375936971708,0,0.0,0,0.0,,94.55,3.1516666666666664,6.333333333333333,23,13.06,sexta,0,0.0,0.0,0.0,9999,21.38,6,46.38283035679696,0,1,0.0,9.65960107805758,0,7.668999999999983,3.734166666666681,5.925434411390898,13,1,11.523827268533756,18.05528560186709,0.0,0,1.855286399370016,2.213341920357982,OK,train
ING0203,2023-10-04,MIX DE CHIPS,KG,CAT0012,1,0,Semi-prontos e Preparados,neutro,0.5,23.62,0.0,2,0,2,0,10,40,4,0,0,0,,,0,35.83,39.35666666666666,41.56,3,3.6666666666666665,3,0.08,0,FOR0014,FOR0018,0.8621270452358035,0,0,,0,3.5,132.17,1.0,emergencial,3.0,23.62,23.62,0.0,0.0,0,1.65,0.6,0.0,4.05,0.8785714285714283,0.8548182764273866,1.95,0.8464285714285714,0.6775136347518952,1.95,0.6107142857142857,0.5581645089466188,1.95,1.43859649122807,1,3.5,1,132.17,emergencial,22.0,0.7333333333333333,3.3043478260869565,1,3.5,emergencial,1,3.5,3.5,3.5,2,27.12,3,27.905485232067512,0,0,0.0,2.795169325987496,0,5.249999999999972,1.1999999999999886,1.595169325987507,10,1,3.427312183130364,7.702312183130363,0.0,0,7.912906251577504,9.702453353311206,OK,train
ING0160,2023-11-08,FILÉ DE PEITO DE FRANGO,KG,CAT0011,1,0,Proteínas,perecivel,0.5,12.15,9.586666666666666,2,0,2,0,11,45,8,0,0,0,,,0,30.75,32.14,33.53,3,3.5,2,0.1,25,FOR0008,FOR0008,0.9170891738741426,0,0,,0,6.0,204.4,1.0,emergencial,4.0,0.0,32.4,12.15,-20.25,0,5.666666666666666,0.9066666666666666,2.5733333333333333,1.5,4.847619047619047,3.4252103013487485,9.586666666666666,3.7380952380952377,2.9874259892948047,9.586666666666666,3.633809523809524,2.582879325184515,9.586666666666666,1.3340322369283186,0,6.0,1,204.4,emergencial,45.7,1.5233333333333334,3.41025641025641,1,9.0,emergencial,2,18.0,18.0,18.0,1,30.15,3,3.25031847133758,0,0,3.5,26.301569064713973,1,26.166666666666742,18.91999999999996,7.381569064714013,10,1,18.282997636142586,43.71966430280925,14.0,1,1.649073122472993,1.1463194429890138,Atencao,train
ING0086,2023-11-22,LEITE CONDENSADO,KG,CAT0007,1,0,Laticínios,perecivel,0.5,256.5,1.225,2,0,2,0,11,47,22,0,0,0,,,0,21.99,23.346666666666664,24.81,2,2.333333333333333,3,0.1,0,FOR0004,FOR0004,0.8863361547762999,0,0,,0,,,,,,256.5,256.5,0.0,0.0,0,8.455,2.835,11.3,1.205,4.250714285714285,3.268671275114957,8.455,7.014285714285714,7.008031891266686,23.375,8.276428571428573,7.789586811790004,25.745,0.5135928195391386,0,0.0,0,0.0,,470.46,15.682,2.608695652173913,16,400.96,emergencial,0,0.0,0.0,0.0,9999,256.5,2,36.56822810590632,0,1,0.0,21.01162986895147,0,62.0,2.8350000000000364,18.176629868951437,9,1,34.72948701180858,92.6644870118086,0.0,0,7.385654729446073,12.2075251467772,OK,train
ING0226,2023-12-04,FLOR DE SAL,KG,CAT0013,1,0,Temperos e Especiarias,seco,0.5,0.25,0.0,0,0,4,0,12,49,4,1,0,0,,,0,105.13,112.94333333333331,122.88,4,5.666666666666667,3,0.08,0,FOR0009,FOR0025,0.8555501302083334,0,0,,0,,,,,,0.25,0.25,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999,0.0,0,0.0,,0.0,0.0,4.2,332,1.4,sexta,0,0.0,0.0,0.0,9999,0.25,4,999.0,0,1,0.0,0.0,0,0.0,0.0,0.0,11,1,0.0,0.0,0.0,0,999.0,999.0,OK,train
ING0148,2023-12-25,SEMENTE DE GIRASSOL,KG,CAT0010,1,0,Nozes e Sementes,neutro,0.5,0.0,0.0009166666666666,0,0,4,0,12,52,25,1,0,1,Natal,NACIONAL,0,29.69,32.32666666666667,35.74,4,5.0,3,0.1,0,FOR0006,FOR0025,0.8307218802462227,1,1,BIFUM,55,,,,,,0.25,0.25,-0.25,-0.25,1,0.0010416666666666,0.002875,0.012375,0.0134166666666666,0.0019821428571428,0.0015662191187832,0.005,0.0036815476190476,0.0034038458304877,0.0135833333333333,0.0044434523809523,0.0033403324336352,0.0135833333333333,0.446081714668453,0,0.0,0,0.0,,0.0,0.0,6.2727272727272725,59,0.5,sexta,0,0.0,0.0,0.0,9999,0.0,4,0.0,1,0,0.5,0.0290230970309966,1,0.0741666666666667,0.0180000000000002,0.0110230970309964,11,1,0.0287969065548059,0.0599010732214726,0.5,1,0.0,0.0,Emergencial,train
