pipeline,ingredient_id,nome_ingrediente,categoria,unidade,qtd_real_comprada,qtd_modelo_indicada,diferenca_abs,valor_real_comprado,valor_modelo_indicado,diferenca_modelo_menos_real,diferenca_valor_modelo_menos_real
Distancia - Knn,ING0191,EMPANAMENTO MOLHADO,Semi-prontos e Preparados,KG,110.5,48.2,158.7,2522.7149999999997,1100.406,-62.3,-1422.3089999999997
Distancia - Knn,ING0217,SORVETE DE CHOCOLATE,Semi-prontos e Preparados,KG,112.77,40.7,153.47,4401.037199999999,1588.385333333333,-72.07,-2812.651866666666
Distancia - Knn,ING0069,FERMENTO QUÍMICO,"Grãos, Farinhas e Massas",KG,87.74000000000001,63.9,151.64,2895.127533333333,2108.4869999999996,-23.84000000000001,-786.6405333333332
Distancia - Knn,ING0071,MASSA DE TAPIOCA,"Grãos, Farinhas e Massas",KG,89.5,100.7,149.6,1669.7716666666663,1878.726333333333,11.200000000000003,208.95466666666675
Distancia - Knn,ING0092,MUSSARELA,Laticínios,KG,38.0,126.2,148.4,1992.2133333333336,6616.245333333333,88.2,4624.031999999999
Distancia - Knn,ING0081,DOCE DE LEITE,Laticínios,KG,70.0,73.3,143.3,2331.4666666666662,2441.3786666666665,3.299999999999997,109.91200000000026
Distancia - Knn,ING0025,ÁGUA TÔNICA,Bebidas e Bases,L,14.5,127.4,141.9,115.71000000000001,1016.652,112.9,900.942
Distancia - Knn,ING0052,FRUTAS CORTADAS,Frutas Secas e Congeladas,KG,71.5,68.4,139.9,1021.02,976.752,-3.0999999999999943,-44.26800000000003
Distancia - Knn,ING0084,IOGURTE,Laticínios,KG,79.0,59.0,138.0,1490.4666666666662,1113.1333333333332,-20.0,-377.33333333333303
Distancia - Knn,ING0202,MERENGUE,Semi-prontos e Preparados,KG,0.0,133.1,133.1,0.0,4908.728000000001,133.1,4908.728000000001
Distancia - Knn,ING0146,SEMENTE DE CHIA,Nozes e Sementes,KG,0.0,130.4,130.4,0.0,5186.442666666667,130.4,5186.442666666667
Distancia - Knn,ING0238,SAL DE COZINHA,Temperos e Especiarias,KG,5.67,117.3,122.96999999999998,26.422200000000004,546.6179999999999,111.63,520.1958
Distancia - Knn,ING0079,CREME DE LEITE FRESCO,Laticínios,L,4.5,114.5,119.0,175.305,4460.538333333334,110.0,4285.233333333334
Distancia - Knn,ING0031,CHOCOLATE MEIO AMARGO,Chocolates e Cacau,KG,0.0,118.7,118.7,0.0,10043.602666666666,118.7,10043.602666666666
Distancia - Knn,ING0054,MIX DE FRUTAS VERMELHAS,Frutas Secas e Congeladas,KG,0.53,115.1,114.57,20.366133333333337,4422.909333333334,114.57,4402.543200000001
Distancia - Knn,ING0090,MANTEIGA DE GARRAFA,Laticínios,KG,22.5,91.0,113.5,1576.65,6376.673333333334,68.5,4800.023333333334
Distancia - Knn,ING0203,MIX DE CHIPS,Semi-prontos e Preparados,KG,11.719999999999999,107.9,110.18,461.2601333333333,4246.584333333333,96.18,3785.3242
Distancia - Knn,ING0128,VINAGRE DE ARROZ,Molhos e Condimentos,KG,16.5,93.1,109.6,593.67,3349.738,76.6,2756.0679999999998
Distancia - Knn,ING0143,PISTACHE,Nozes e Sementes,KG,31.5,77.6,109.1,8751.802500000002,21559.996000000003,46.099999999999994,12808.193500000001
Distancia - Knn,ING0045,SUMO DE LIMÃO SICILIANO,Frutas Frescas,L,78.0,28.6,106.60000000000001,1136.98,416.8926666666666,-49.4,-720.0873333333334
Distancia - Knn,ING0012,CITRUS MIX,Bebidas e Bases,L,2.5,101.7,104.2,81.28333333333332,3306.6059999999998,99.2,3225.3226666666665
Distancia - Knn,ING0172,BATATA ASSADA,Semi-prontos e Preparados,KG,0.0,103.9,103.9,0.0,1512.0913333333333,103.9,1512.0913333333333
Distancia - Knn,ING0175,BISCOITO NEGRESCO,Semi-prontos e Preparados,KG,35.86,102.30000000000001,102.44,1184.3362666666665,3378.6279999999997,66.44000000000001,2194.2917333333335
Distancia - Knn,ING0028,CHOCOLATE AMARGO,Chocolates e Cacau,KG,82.0,17.0,99.0,6749.966666666666,1399.3833333333332,-65.0,-5350.583333333333
Distancia - Knn,ING0048,ABACATE CONGELADO,Frutas Secas e Congeladas,KG,0.0,90.8,90.8,0.0,2040.2759999999998,90.8,2040.2759999999998
Distancia - Knn,ING0161,FRANGO DESFIADO,Proteínas,KG,2.0,86.89999999999999,88.89999999999999,73.17,3179.2365,84.89999999999999,3106.0665
Distancia - Knn,ING0139,MIX DE GERGELIM,Nozes e Sementes,KG,34.58,53.1,87.68,1996.8797333333334,3066.348,18.520000000000003,1069.4682666666665
Distancia - Knn,ING0098,ACELGA,Legumes e Verduras,KG,3.11,90.5,87.39,25.4087,739.385,87.39,713.9763
Distancia - Knn,ING0220,TORRADINHA DE CIABATTA,Semi-prontos e Preparados,KG,22.0,72.2,85.2,631.29,2071.779,50.2,1440.489
Distancia - Knn,ING0091,MANTEIGA SEM SAL,Laticínios,KG,0.0,85.10000000000001,85.10000000000001,0.0,7146.414333333334,85.10000000000001,7146.414333333334
Distancia - Knn,ING0169,ARROZ PARBOILIZADO COZIDO,Semi-prontos e Preparados,KG,8.0,77.0,85.0,69.38666666666667,667.8466666666667,69.0,598.46
Distancia - Knn,ING0089,MANTEIGA,Laticínios,KG,15.0,55.1,70.1,1176.35,4321.125666666667,40.1,3144.775666666667
Distancia - Knn,ING0241,GORDURA DE PALMA,Óleos e Gorduras,KG,1.0,70.3,69.3,21.91,1540.273,69.3,1518.3629999999998
Distancia - Knn,ING0062,BIFUM,"Grãos, Farinhas e Massas",KG,0.0,67.4,67.4,0.0,1254.5386666666666,67.4,1254.5386666666666
Distancia - Knn,ING0142,PASTA DE PISTACHE,Nozes e Sementes,KG,45.0,18.0,63.0,14681.025000000001,5872.41,-27.0,-8808.615000000002
Distancia - Knn,ING0096,REQUEIJÃO,Laticínios,KG,17.0,45.7,62.699999999999996,666.8533333333334,1792.6586666666667,28.700000000000003,1125.8053333333332
Distancia - Knn,ING0063,ESPAGUETE,"Grãos, Farinhas e Massas",KG,62.0,0.0,62.0,785.54,0.0,-62.0,-785.54
Distancia - Knn,ING0040,MORANGO,Frutas Frescas,KG,16.5,48.4,61.7,373.395,1095.292,31.9,721.8969999999999
Distancia - Knn,ING0059,AMIDO DE MILHO,"Grãos, Farinhas e Massas",KG,8.0,54.099999999999994,59.099999999999994,97.92,662.184,46.099999999999994,564.264
Distancia - Knn,ING0078,CREME DE LEITE,Laticínios,L,29.82,28.299999999999997,58.12,683.2756000000002,648.4473333333334,-1.5200000000000031,-34.828266666666764
Distancia - Knn,ING0002,AÇÚCAR DE CONFEITEIRO,Açúcares e Mel,KG,27.76,27.7,55.46,411.4957333333333,410.6063333333333,-0.060000000000002274,-0.8894000000000233
Distancia - Knn,ING0061,AVEIA EM FLOCOS,"Grãos, Farinhas e Massas",KG,15.99,39.1,55.09,232.22809999999996,567.8623333333333,23.11,335.6342333333333
Distancia - Knn,ING0174,BISCOITO MAISENA,Semi-prontos e Preparados,KG,12.21,40.2,52.410000000000004,275.946,908.5200000000001,27.990000000000002,632.5740000000001
Distancia - Knn,ING0232,PASTA DE GOCHUJANG,Temperos e Especiarias,KG,28.5,21.799999999999997,50.3,2400.6975,1836.3229999999999,-6.700000000000003,-564.3745000000004
Distancia - Knn,ING0047,TOMATE CEREJA,Frutas Frescas,KG,4.0,50.7,49.7,77.24,979.0169999999999,46.7,901.7769999999999
Distancia - Knn,ING0240,AZEITE DE OLIVA,Óleos e Gorduras,L,12.5,33.8,46.3,529.1875,1430.923,21.299999999999997,901.7355
Distancia - Knn,ING0097,RICOTA,Laticínios,KG,1.5,46.9,45.4,49.925,1560.9883333333332,45.4,1511.0633333333333
Distancia - Knn,ING0036,LIMÃO SICILIANO,Frutas Frescas,KG,1.5,46.5,45.0,21.98,681.3800000000001,45.0,659.4000000000001
Distancia - Knn,ING0133,CASTANHA DE CAJU,Nozes e Sementes,KG,0.0,44.9,44.9,0.0,4512.599666666666,44.9,4512.599666666666
Distancia - Knn,ING0181,CALDA DE CARAMELO,Semi-prontos e Preparados,KG,0.0,42.3,42.3,0.0,1653.6479999999997,42.3,1653.6479999999997
Distancia - Knn,ING0106,CENOURA,Legumes e Verduras,KG,7.279999999999999,36.8,42.08,47.975199999999994,242.512,29.519999999999996,194.5368
Distancia - Knn,ING0064,FARELO DE AVEIA,"Grãos, Farinhas e Massas",KG,0.5,41.3,41.8,6.755,557.963,40.8,551.208
Distancia - Knn,ING0227,GENGIBRE,Temperos e Especiarias,KG,0.5,42.0,41.5,11.065,929.4599999999999,41.5,918.3949999999999
Distancia - Knn,ING0027,CACAU EM PÓ,Chocolates e Cacau,KG,8.59,42.9,39.29,668.3019999999999,3337.62,34.31,2669.318
Distancia - Knn,ING0067,FARINHA PANKO,"Grãos, Farinhas e Massas",KG,1.0,39.0,39.0,22.65,883.3499999999999,38.0,860.6999999999999
Distancia - Knn,ING0083,GORGONZOLA,Laticínios,KG,2.27,36.7,38.97,221.1207,3574.9469999999997,34.43,3353.8262999999997
Distancia - Knn,ING0126,SHOYU,Molhos e Condimentos,L,7.17,31.1,38.269999999999996,239.239,1037.7033333333334,23.93,798.4643333333333
Distancia - Knn,ING0029,CHOCOLATE AMARGO 70%,Chocolates e Cacau,KG,5.66,31.4,37.06,549.7369333333335,3049.777333333334,25.74,2500.0404000000003
Distancia - Knn,ING0152,BACON,Proteínas,KG,2.5,32.800000000000004,35.300000000000004,126.725,1662.6319999999998,30.300000000000004,1535.907
Distancia - Knn,ING0111,MIX DE FOLHAS,Legumes e Verduras,KG,16.5,22.8,35.3,614.2949999999998,848.8439999999998,6.300000000000001,234.54899999999998
Distancia - Knn,ING0224,CAPIM SANTO,Temperos e Especiarias,KG,3.5,31.099999999999998,34.599999999999994,153.37,1362.802,27.599999999999998,1209.4319999999998
Distancia - Knn,ING0103,CEBOLA BRANCA,Legumes e Verduras,KG,1.5,34.9,34.2,10.065,234.179,33.4,224.114
Distancia - Knn,ING0112,PEPINO JAPONÊS,Legumes e Verduras,KG,1.0,34.3,33.3,11.675,400.45250000000004,33.3,388.77750000000003
Distancia - Knn,ING0204,MIX DE GRÃOS,Semi-prontos e Preparados,KG,0.0,32.8,32.8,0.0,745.4346666666668,32.8,745.4346666666668
Distancia - Knn,ING0189,CRUMBLE,Semi-prontos e Preparados,KG,4.21,28.099999999999998,32.31,137.72313333333332,919.2446666666666,23.889999999999997,781.5215333333333
Distancia - Knn,ING0087,LEITE EM PÓ,Laticínios,KG,1.94,30.1,32.040000000000006,97.71780000000001,1516.1370000000002,28.16,1418.4192000000003
Distancia - Knn,ING0195,GELATINA EM PÓ SEM SABOR,Semi-prontos e Preparados,KG,1.5,29.2,30.7,146.19999999999996,2846.0266666666657,27.7,2699.826666666666
Distancia - Knn,ING0039,MAÇÃ VERMELHA,Frutas Frescas,KG,0.59,29.6,29.01,23.043433333333333,1156.0773333333332,29.01,1133.0339
Distancia - Knn,ING0046,SUMO DE LIMÃO TAHITI,Frutas Frescas,L,0.5,27.9,27.4,3.358333333333333,187.39499999999998,27.4,184.03666666666666
Distancia - Knn,ING0164,PRESUNTO DE PERU,Proteínas,KG,13.0,33.2,27.2,718.51,1834.964,20.200000000000003,1116.454
Distancia - Knn,ING0105,CEBOLINHA,Legumes e Verduras,KG,1.5,26.7,25.8,36.285000000000004,645.873,25.2,609.5880000000001
Distancia - Knn,ING0100,BERINJELA,Legumes e Verduras,KG,9.34,23.4,25.740000000000002,73.9728,185.328,14.059999999999999,111.3552
Distancia - Knn,ING0130,AMENDOIM SEM SAL,Nozes e Sementes,KG,0.0,25.7,25.7,0.0,931.1966666666665,25.7,931.1966666666665
Distancia - Knn,ING0075,CHANTILLY,Laticínios,KG,1.58,23.6,25.180000000000003,52.12946666666667,778.6426666666667,22.020000000000003,726.5132000000001
Distancia - Knn,ING0026,BRIGADEIRO MOLE,Chocolates e Cacau,KG,5.0,19.9,24.9,216.2833333333333,860.8076666666666,14.899999999999999,644.5243333333333
Distancia - Knn,ING0058,UVA PASSA BRANCA,Frutas Secas e Congeladas,KG,1.5,24.3,24.8,65.34,1058.508,22.8,993.168
Distancia - Knn,ING0131,AMENDOIM TORRADO SEM SAL,Nozes e Sementes,KG,0.91,23.8,24.71,36.30596666666667,949.5406666666667,22.89,913.2347
Distancia - Knn,ING0194,GELATINA EM PÓ INCOLOR,Semi-prontos e Preparados,KG,3.75,22.2,23.13,328.175,1942.7960000000003,18.45,1614.6210000000003
Distancia - Knn,ING0003,AÇÚCAR DEMERARA,Açúcares e Mel,KG,8.0,14.9,22.900000000000002,98.29333333333335,183.07133333333337,6.9,84.77800000000002
Distancia - Knn,ING0007,MEL,Açúcares e Mel,KG,0.88,21.2,22.08,34.7336,836.764,20.32,802.0304
Distancia - Knn,ING0110,MIX DE COGUMELOS,Legumes e Verduras,KG,7.0,15.7,21.3,256.55000000000007,575.4050000000001,8.7,318.855
Distancia - Knn,ING0183,CHIPS DE PARMESÃO,Semi-prontos e Preparados,KG,4.0,17.3,21.3,456.2533333333333,1973.2956666666664,13.3,1517.042333333333
Distancia - Knn,ING0042,RASPAS DE LIMÃO SICILIANO,Frutas Frescas,KG,4.88,16.0,20.880000000000003,69.052,226.4,11.120000000000001,157.348
Distancia - Knn,ING0157,CHATEAUBRIAND DE MIGNON,Proteínas,KG,0.0,20.0,20.0,0.0,3285.2999999999997,20.0,3285.2999999999997
Distancia - Knn,ING0104,CEBOLA ROXA,Legumes e Verduras,KG,6.890000000000001,17.7,19.19,70.8981,182.13299999999998,10.809999999999999,111.23489999999998
Distancia - Knn,ING0060,ARROZ PARBOILIZADO,"Grãos, Farinhas e Massas",KG,18.939999999999998,0.0,18.939999999999998,164.84113333333335,0.0,-18.939999999999998,-164.84113333333335
Distancia - Knn,ING0102,CEBOLA,Legumes e Verduras,KG,10.31,8.6,18.91,58.0453,48.41799999999999,-1.7100000000000009,-9.627300000000005
Distancia - Knn,ING0165,PRESUNTO SERRANO,Proteínas,KG,2.5,16.0,18.5,519.15,3322.56,13.5,2803.41
Distancia - Knn,ING0124,PESTO DE MANJERICÃO,Molhos e Condimentos,KG,1.0,17.2,18.2,81.70666666666666,1405.3546666666666,16.2,1323.648
Distancia - Knn,ING0107,CENOURA EM FIOS,Legumes e Verduras,KG,3.0,14.100000000000001,17.1,52.650000000000006,247.455,11.100000000000001,194.805
Distancia - Knn,ING0008,MEL DE AROEIRA,Açúcares e Mel,KG,16.5,0.0,16.5,1635.9199999999998,0.0,-16.5,-1635.9199999999998
Distancia - Knn,ING0115,REPOLHO ROXO EM FIOS,Legumes e Verduras,KG,5.0,10.6,15.6,89.32500000000002,189.36900000000003,5.6,100.04400000000001
Distancia - Knn,ING0150,APARAS DE FRANGO,Proteínas,KG,2.5,12.4,14.9,56.025,277.884,9.9,221.859
Distancia - Knn,ING0132,AMÊNDOAS LAMINADAS,Nozes e Sementes,KG,8.36,6.4,14.759999999999998,1002.1967999999999,767.232,-1.959999999999999,-234.96479999999997
Distancia - Knn,ING0243,ÓLEO DE GERGELIM,Óleos e Gorduras,L,0.0,14.3,14.3,0.0,1338.4799999999998,14.3,1338.4799999999998
Distancia - Knn,ING0109,COUVE,Legumes e Verduras,KG,1.0,13.2,14.2,18.375,242.55,12.2,224.175
Distancia - Knn,ING0035,KIWI,Frutas Frescas,KG,2.0,11.8,13.8,36.24666666666666,213.8553333333333,9.8,177.60866666666664
Distancia - Knn,ING0030,CHOCOLATE BRANCO,Chocolates e Cacau,KG,10.01,3.6,13.61,893.9597333333332,321.504,-6.41,-572.4557333333332
Distancia - Knn,ING0101,BETERRABA,Legumes e Verduras,KG,1.04,13.3,13.34,6.7652,86.51650000000001,12.260000000000002,79.75130000000001
Distancia - Knn,ING0094,QUEIJO BOURSIN,Laticínios,KG,0.0,12.7,12.7,0.0,1692.656,12.7,1692.656
Distancia - Knn,ING0037,MANGA,Frutas Frescas,KG,0.5,11.8,12.3,4.108333333333333,96.95666666666668,11.3,92.84833333333334
Distancia - Knn,ING0055,MIX DE FRUTAS VERMELHAS CONGELADAS,Frutas Secas e Congeladas,KG,2.09,10.0,12.09,83.29346666666666,398.5333333333333,7.91,315.23986666666667
Distancia - Knn,ING0116,RÚCULA,Legumes e Verduras,KG,0.97,12.8,11.83,21.902599999999996,289.02399999999994,11.83,267.12139999999994
Distancia - Knn,ING0199,GRÃO DE BICO COZIDO,Semi-prontos e Preparados,KG,0.0,11.4,11.4,0.0,210.216,11.4,210.216
Distancia - Knn,ING0125,SAKÊ MIRIM,Molhos e Condimentos,L,3.0,7.4,10.4,147.22,363.1426666666666,4.4,215.92266666666663
Distancia - Knn,ING0043,SUMO DE LARANJA,Frutas Frescas,L,0.0,10.4,10.4,0.0,151.424,10.4,151.424
Distancia - Knn,ING0044,SUMO DE LIMÃO,Frutas Frescas,L,0.58,9.4,9.98,6.5346666666666655,105.90666666666665,8.82,99.37199999999999
Distancia - Knn,ING0156,CHARQUE DESFIADA,Proteínas,KG,0.0,9.9,9.9,0.0,757.2510000000001,9.9,757.2510000000001
Distancia - Knn,ING0148,SEMENTE DE GIRASSOL,Nozes e Sementes,KG,1.0,8.9,9.9,32.32666666666667,287.70733333333334,7.9,255.38066666666668
Distancia - Knn,ING0136,GERGELIM BRANCO,Nozes e Sementes,KG,3.0,6.3999999999999995,9.4,140.38,299.4773333333333,3.3999999999999995,159.09733333333332
Distancia - Knn,ING0005,AÇÚCAR IMPALPÁVEL,Açúcares e Mel,KG,1.0,8.4,9.4,16.18,135.912,7.4,119.732
Distancia - Knn,ING0068,FERMENTO BIOLÓGICO SECO,"Grãos, Farinhas e Massas",KG,0.5,8.6,9.1,29.944999999999997,515.054,8.1,485.109
Distancia - Knn,ING0134,CASTANHA DO PARÁ,Nozes e Sementes,KG,3.05,5.4,8.45,340.3596666666666,602.6039999999999,2.3500000000000005,262.2443333333333
Distancia - Knn,ING0114,REPOLHO ROXO,Legumes e Verduras,KG,0.6,7.8,8.4,4.460999999999999,57.992999999999995,7.2,53.532
Distancia - Knn,ING0038,MANGA CONGELADA,Frutas Frescas,KG,3.0,5.4,8.4,50.779999999999994,91.404,2.4000000000000004,40.624
Distancia - Knn,ING0222,ALHO,Temperos e Especiarias,KG,7.9399999999999995,0.0,7.9399999999999995,196.01213333333334,0.0,-7.9399999999999995,-196.01213333333334
Distancia - Knn,ING0145,SEMENTE DE ABÓBORA,Nozes e Sementes,KG,0.47,7.3999999999999995,7.869999999999999,20.645533333333333,325.05733333333336,6.93,304.4118
Distancia - Knn,ING0121,MOLHO BÉCHAMEL,Molhos e Condimentos,KG,0.0,7.8,7.8,0.0,310.62199999999996,7.8,310.62199999999996
Distancia - Knn,ING0228,MATCHÁ,Temperos e Especiarias,KG,7.67,0.0,7.67,2160.60065,0.0,-7.67,-2160.60065
Distancia - Knn,ING0207,NUGGETS DE FRANGO,Semi-prontos e Preparados,KG,8.540000000000001,0.9,7.640000000000001,372.42939999999993,39.248999999999995,-7.640000000000001,-333.18039999999996
Distancia - Knn,ING0137,GERGELIM PRETO,Nozes e Sementes,KG,1.0,6.5,7.5,53.81333333333333,349.78666666666663,5.5,295.9733333333333
Distancia - Knn,ING0231,PASTA DE ALHO COM GENGIBRE,Temperos e Especiarias,KG,3.98,3.5,7.48,101.5696,89.32,-0.48,-12.249600000000001
Distancia - Knn,ING0117,SALSINHA,Legumes e Verduras,KG,0.0,7.3,7.3,0.0,174.9445,7.3,174.9445
Distancia - Knn,ING0065,FARINHA DE GRÃO DE BICO,"Grãos, Farinhas e Massas",KG,0.0,7.2,7.2,0.0,130.87199999999996,7.2,130.87199999999996
Distancia - Knn,ING0168,APARAS DE PÃO,Semi-prontos e Preparados,KG,0.0,7.0,7.0,0.0,57.890000000000015,7.0,57.890000000000015
Distancia - Knn,ING0011,CHÁ VERDE,Bebidas e Bases,KG,1.0,6.8,6.8,116.76666666666668,794.0133333333333,5.8,677.2466666666667
Distancia - Knn,ING0099,BATATA DOCE,Legumes e Verduras,KG,0.0,6.6,6.6,0.0,51.215999999999994,6.6,51.215999999999994
Distancia - Knn,ING0151,APARAS DE SALMÃO,Proteínas,KG,6.27,0.0,6.27,475.42274999999995,0.0,-6.27,-475.42274999999995
Distancia - Knn,ING0034,BANANA PRATA,Frutas Frescas,KG,2.5,3.5999999999999996,6.1,21.916666666666668,31.560000000000002,1.0999999999999996,9.643333333333334
Distancia - Knn,ING0113,REPOLHO BRANCO,Legumes e Verduras,KG,0.5,5.6,6.1,2.955,33.096000000000004,5.1,30.141000000000005
Distancia - Knn,ING0234,PIMENTA DO REINO,Temperos e Especiarias,KG,0.0,5.1,5.1,0.0,577.439,5.1,577.439
