data_pedido,ingredient_id,qty,data_prevista,order_type
2023-01-03,ING0233,2.5,2023-01-07,emergencial
2023-01-03,ING0235,1.5,2023-01-07,emergencial
2023-01-03,ING0237,1.5,2023-01-07,emergencial
2023-01-03,ING0239,2.0,2023-01-07,emergencial
2023-01-03,ING0241,2.0,2023-01-07,emergencial
2023-01-03,ING0244,2.5,2023-01-07,emergencial
2023-01-04,ING0001,2.5,2023-01-07,emergencial
2023-01-04,ING0003,3.0,2023-01-07,emergencial
2023-01-04,ING0005,2.0,2023-01-07,emergencial
2023-01-04,ING0009,4.5,2023-01-07,emergencial
2023-01-04,ING0011,1.5,2023-01-15,emergencial
2023-01-04,ING0016,1.5,2023-01-07,emergencial
2023-01-04,ING0024,8.5,2023-01-07,emergencial
2023-01-04,ING0031,2.0,2023-01-08,emergencial
2023-01-04,ING0034,3.0,2023-01-05,emergencial
2023-01-04,ING0046,1.0,2023-01-05,emergencial
2023-01-04,ING0047,1.5,2023-01-05,emergencial
2023-01-04,ING0050,1.0,2023-01-06,emergencial
2023-01-04,ING0053,2.0,2023-01-06,emergencial
2023-01-04,ING0064,2.0,2023-01-08,emergencial
2023-01-04,ING0065,2.0,2023-01-19,emergencial
2023-01-04,ING0067,1.5,2023-01-08,emergencial
2023-01-04,ING0068,2.0,2023-01-08,emergencial
2023-01-04,ING0072,1.5,2023-01-08,emergencial
2023-01-04,ING0073,1.5,2023-01-08,emergencial
2023-01-04,ING0074,4.0,2023-01-08,emergencial
2023-01-04,ING0101,1.0,2023-01-05,emergencial
2023-01-04,ING0125,4.0,2023-01-08,emergencial
2023-01-04,ING0127,3.0,2023-01-08,emergencial
2023-01-04,ING0130,1.5,2023-01-08,emergencial
2023-01-04,ING0133,2.0,2023-01-08,emergencial
2023-01-04,ING0134,2.0,2023-01-08,emergencial
2023-01-04,ING0135,1.5,2023-01-08,emergencial
2023-01-04,ING0137,1.5,2023-01-09,emergencial
2023-01-04,ING0138,2.0,2023-01-08,emergencial
2023-01-04,ING0145,2.0,2023-01-08,emergencial
2023-01-04,ING0146,3.3650340080348697,2023-01-08,emergencial
2023-01-04,ING0147,1.5,2023-01-08,emergencial
2023-01-04,ING0148,2.5,2023-01-08,emergencial
2023-01-04,ING0149,2.0,2023-01-08,emergencial
2023-01-04,ING0150,2.5,2023-01-07,emergencial
2023-01-04,ING0151,2.5,2023-01-11,emergencial
2023-01-04,ING0156,1.5,2023-01-07,emergencial
2023-01-04,ING0168,3.5,2023-01-07,emergencial
2023-01-04,ING0199,2.0,2023-01-08,emergencial
2023-01-04,ING0223,2.0,2023-01-08,emergencial
2023-01-04,ING0225,2.0,2023-01-08,emergencial
2023-01-04,ING0226,1.5,2023-01-08,emergencial
2023-01-04,ING0227,1.5,2023-01-08,emergencial
2023-01-04,ING0229,1.5,2023-01-08,emergencial
2023-01-04,ING0233,2.5,2023-01-08,emergencial
2023-01-04,ING0235,1.5,2023-01-08,emergencial
2023-01-04,ING0237,1.5,2023-01-08,emergencial
2023-01-04,ING0239,2.0,2023-01-08,emergencial
2023-01-04,ING0241,2.0,2023-01-08,emergencial
2023-01-04,ING0244,2.5,2023-01-08,emergencial
2023-01-05,ING0003,3.5,2023-01-09,emergencial
2023-01-05,ING0031,2.499049301183359,2023-01-09,emergencial
2023-01-05,ING0064,2.0,2023-01-09,emergencial
2023-01-05,ING0065,1.801937098058378,2023-01-20,emergencial
2023-01-05,ING0067,1.5,2023-01-09,emergencial
2023-01-05,ING0068,2.0,2023-01-11,emergencial
2023-01-05,ING0072,1.5,2023-01-10,emergencial
2023-01-05,ING0073,1.5,2023-01-09,emergencial
2023-01-05,ING0125,4.0,2023-01-09,emergencial
2023-01-05,ING0127,3.0,2023-01-10,emergencial
2023-01-05,ING0130,1.5,2023-01-09,emergencial
2023-01-05,ING0133,2.0,2023-01-09,emergencial
2023-01-05,ING0134,2.0,2023-01-09,emergencial
2023-01-05,ING0135,1.5,2023-01-12,emergencial
2023-01-05,ING0137,1.5,2023-01-09,emergencial
2023-01-05,ING0138,2.0,2023-01-09,emergencial
2023-01-05,ING0145,2.0,2023-01-09,emergencial
2023-01-05,ING0146,3.5,2023-01-09,emergencial
2023-01-05,ING0147,1.5,2023-01-10,emergencial
2023-01-05,ING0148,2.5,2023-01-09,emergencial
2023-01-05,ING0149,2.0,2023-01-09,emergencial
2023-01-05,ING0223,2.0,2023-01-09,emergencial
2023-01-05,ING0225,2.0,2023-01-10,emergencial
2023-01-05,ING0226,1.5,2023-01-09,emergencial
2023-01-05,ING0227,1.5,2023-01-09,emergencial
2023-01-05,ING0229,1.5,2023-01-09,emergencial
2023-01-05,ING0233,2.784515283815496,2023-01-09,emergencial
2023-01-05,ING0235,1.5,2023-01-09,emergencial
2023-01-05,ING0237,1.5,2023-01-12,emergencial
2023-01-05,ING0239,2.0,2023-01-09,emergencial
2023-01-05,ING0241,2.0,2023-01-09,emergencial
2023-01-05,ING0244,2.5,2023-01-16,emergencial
2023-01-06,ING0003,3.5,2023-01-09,sexta
2023-01-06,ING0007,1.0,2023-01-09,sexta
2023-01-06,ING0011,0.5,2023-01-19,sexta
2023-01-06,ING0016,0.5,2023-01-16,sexta
2023-01-06,ING0019,649.0866315621477,2023-01-09,sexta
2023-01-06,ING0024,11.5,2023-01-09,sexta
2023-01-06,ING0027,0.5,2023-01-10,sexta
2023-01-06,ING0028,7.5,2023-01-10,sexta
2023-01-06,ING0031,2.0,2023-01-12,sexta
2023-01-06,ING0036,1.5,2023-01-08,sexta
2023-01-06,ING0037,1.6324462346907862,2023-01-07,sexta
2023-01-06,ING0039,1.0,2023-01-09,sexta
2023-01-06,ING0041,2.0,2023-01-07,sexta
2023-01-06,ING0044,1.5,2023-01-07,sexta
2023-01-06,ING0045,16.0,2023-01-09,sexta
2023-01-06,ING0046,0.5,2023-01-09,sexta
2023-01-06,ING0047,1.0,2023-01-07,sexta
2023-01-06,ING0048,6.0,2023-01-08,sexta
2023-01-06,ING0049,0.5,2023-01-09,sexta
2023-01-06,ING0050,0.5,2023-01-08,sexta
2023-01-06,ING0054,0.5,2023-01-08,sexta
2023-01-06,ING0055,0.5,2023-01-13,sexta
2023-01-06,ING0058,1.5,2023-01-10,sexta
2023-01-06,ING0061,3.0,2023-01-10,sexta
2023-01-06,ING0064,1.0,2023-01-10,sexta
2023-01-06,ING0065,2.0,2023-01-21,sexta
2023-01-06,ING0067,1.0,2023-01-10,sexta
2023-01-06,ING0068,1.0,2023-01-10,sexta
2023-01-06,ING0072,1.0,2023-01-10,sexta
2023-01-06,ING0073,1.5,2023-01-10,sexta
2023-01-06,ING0079,31.715693273050206,2023-01-08,sexta
2023-01-06,ING0097,0.5,2023-01-13,sexta
2023-01-06,ING0098,0.5,2023-01-07,sexta
2023-01-06,ING0099,2.5,2023-01-07,sexta
2023-01-06,ING0100,1.5,2023-01-07,sexta
2023-01-06,ING0101,0.5,2023-01-07,sexta
2023-01-06,ING0103,0.5,2023-01-10,sexta
2023-01-06,ING0105,0.5,2023-01-07,sexta
2023-01-06,ING0108,1.5,2023-01-07,sexta
2023-01-06,ING0109,2.5,2023-01-08,sexta
2023-01-06,ING0112,1.0,2023-01-07,sexta
2023-01-06,ING0113,2.0,2023-01-07,sexta
2023-01-06,ING0114,1.5,2023-01-07,sexta
2023-01-06,ING0116,1.5,2023-01-09,sexta
2023-01-06,ING0117,1.0,2023-01-07,sexta
2023-01-06,ING0124,0.5,2023-01-10,sexta
2023-01-06,ING0125,2.0,2023-01-10,sexta
2023-01-06,ING0126,13.0,2023-01-16,sexta
2023-01-06,ING0127,1.5,2023-01-10,sexta
2023-01-06,ING0128,1.5,2023-01-10,sexta
2023-01-06,ING0130,0.5,2023-01-10,sexta
2023-01-06,ING0132,14.374470221745831,2023-01-11,sexta
2023-01-06,ING0133,2.0,2023-01-13,sexta
2023-01-06,ING0134,0.8579096092596573,2023-01-10,sexta
2023-01-06,ING0135,0.5,2023-01-10,sexta
2023-01-06,ING0137,1.0,2023-01-16,sexta
2023-01-06,ING0138,2.0,2023-01-10,sexta
2023-01-06,ING0139,7.0,2023-01-10,sexta
2023-01-06,ING0145,1.0,2023-01-10,sexta
2023-01-06,ING0146,3.5,2023-01-10,sexta
2023-01-06,ING0147,0.5,2023-01-10,sexta
2023-01-06,ING0148,2.5,2023-01-10,sexta
2023-01-06,ING0149,1.0,2023-01-10,sexta
2023-01-06,ING0152,0.5,2023-01-09,sexta
2023-01-06,ING0156,0.5,2023-01-09,sexta
2023-01-06,ING0157,4.5,2023-01-10,sexta
2023-01-06,ING0165,1.0,2023-01-09,sexta
2023-01-06,ING0166,0.4477590190484105,2023-01-13,sexta
2023-01-06,ING0174,12.5,2023-01-10,sexta
2023-01-06,ING0178,3.0898695420419733,2023-01-09,sexta
2023-01-06,ING0191,18.5,2023-01-09,sexta
2023-01-06,ING0199,0.5,2023-01-09,sexta
2023-01-06,ING0206,54.0,2023-01-09,sexta
2023-01-06,ING0223,2.0,2023-01-10,sexta
2023-01-06,ING0225,1.0,2023-01-10,sexta
2023-01-06,ING0226,1.5,2023-01-10,sexta
2023-01-06,ING0227,1.0,2023-01-10,sexta
2023-01-06,ING0228,1.5,2023-01-12,sexta
2023-01-06,ING0229,1.0,2023-01-10,sexta
2023-01-06,ING0230,38.0,2023-01-13,sexta
2023-01-06,ING0231,0.5,2023-01-10,sexta
2023-01-06,ING0232,4.5,2023-01-14,sexta
2023-01-06,ING0233,1.0,2023-01-10,sexta
2023-01-06,ING0235,1.0,2023-01-10,sexta
2023-01-06,ING0237,0.5,2023-01-10,sexta
2023-01-06,ING0238,3.5,2023-01-10,sexta
2023-01-06,ING0239,1.0,2023-01-10,sexta
2023-01-06,ING0240,1.0,2023-01-11,sexta
2023-01-06,ING0241,1.0,2023-01-10,sexta
2023-01-06,ING0243,1.0,2023-01-10,sexta
2023-01-06,ING0244,1.0,2023-01-15,sexta
2023-01-09,ING0028,14.5,2023-01-13,emergencial
2023-01-09,ING0061,20.363973153346137,2023-01-16,emergencial
2023-01-09,ING0126,19.5,2023-01-18,emergencial
2023-01-09,ING0128,5.5,2023-01-13,emergencial
2023-01-09,ING0139,12.0,2023-01-13,emergencial
2023-01-09,ING0157,10.5,2023-01-13,emergencial
2023-01-09,ING0160,3.7065277734637436,2023-01-12,emergencial
2023-01-09,ING0174,32.5,2023-01-12,emergencial
2023-01-09,ING0181,3.0,2023-01-12,emergencial
2023-01-09,ING0218,105.0,2023-01-12,emergencial
2023-01-09,ING0230,53.0,2023-01-13,emergencial
2023-01-09,ING0232,10.0,2023-01-15,emergencial
2023-01-09,ING0238,9.0,2023-01-13,emergencial
2023-01-09,ING0243,2.0,2023-01-22,emergencial
2023-01-10,ING0126,20.0,2023-01-14,emergencial
2023-01-10,ING0128,5.0,2023-01-14,emergencial
2023-01-10,ING0160,3.7065277734637436,2023-01-13,emergencial
2023-01-10,ING0181,4.5,2023-01-13,emergencial
2023-01-10,ING0191,29.5,2023-01-13,emergencial
2023-01-10,ING0218,120.5,2023-01-13,emergencial
2023-01-10,ING0230,53.5,2023-01-14,emergencial
2023-01-10,ING0232,9.0,2023-01-16,emergencial
2023-01-11,ING0002,5.0,2023-01-14,emergencial
2023-01-11,ING0008,17.5,2023-01-14,emergencial
2023-01-11,ING0049,19.5,2023-01-13,emergencial
2023-01-11,ING0098,1.5,2023-01-12,emergencial
2023-01-11,ING0126,19.5,2023-01-16,emergencial
2023-01-11,ING0128,5.5,2023-01-15,emergencial
2023-01-11,ING0136,2.0,2023-01-24,emergencial
2023-01-11,ING0157,9.761624271237745,2023-01-15,emergencial
2023-01-11,ING0160,6.177546289106239,2023-01-16,emergencial
2023-01-11,ING0174,21.5,2023-01-14,emergencial
2023-01-11,ING0181,3.9002170887924836,2023-01-14,emergencial
2023-01-11,ING0191,33.0,2023-01-14,emergencial
2023-01-11,ING0218,106.0,2023-01-14,emergencial
2023-01-11,ING0230,53.0,2023-01-15,emergencial
2023-01-11,ING0232,9.5,2023-01-17,emergencial
2023-01-12,ING0002,6.5,2023-01-18,emergencial
2023-01-12,ING0008,20.5,2023-01-15,emergencial
2023-01-12,ING0028,13.5,2023-01-16,emergencial
2023-01-12,ING0038,5.5,2023-01-13,emergencial
2023-01-12,ING0049,19.5,2023-01-16,emergencial
2023-01-12,ING0098,1.5,2023-01-13,emergencial
2023-01-12,ING0105,1.5,2023-01-13,emergencial
2023-01-12,ING0126,18.0,2023-01-16,emergencial
2023-01-12,ING0128,7.0,2023-01-16,emergencial
2023-01-12,ING0136,2.0,2023-01-27,emergencial
2023-01-12,ING0157,10.0,2023-01-15,emergencial
2023-01-12,ING0167,90.0,2023-01-15,emergencial
2023-01-12,ING0191,46.5,2023-01-15,emergencial
2023-01-12,ING0230,52.5,2023-01-16,emergencial
2023-01-12,ING0232,11.5,2023-01-19,emergencial
2023-01-13,ING0002,6.5,2023-01-16,sexta
2023-01-13,ING0007,1.5,2023-01-16,sexta
2023-01-13,ING0008,21.0,2023-01-17,sexta
2023-01-13,ING0010,1.0,2023-01-16,sexta
2023-01-13,ING0011,0.5,2023-01-16,sexta
2023-01-13,ING0012,9.652515604141588,2023-01-16,sexta
2023-01-13,ING0015,381.0,2023-01-16,sexta
2023-01-13,ING0017,1.5,2023-01-18,sexta
2023-01-13,ING0018,4.0,2023-01-16,sexta
2023-01-13,ING0023,253.0,2023-01-17,sexta
2023-01-13,ING0026,2.5,2023-01-25,sexta
2023-01-13,ING0027,1.5,2023-01-17,sexta
2023-01-13,ING0028,0.5,2023-01-17,sexta
2023-01-13,ING0030,3.5,2023-01-17,sexta
2023-01-13,ING0035,1.5,2023-01-14,sexta
2023-01-13,ING0036,1.5,2023-01-14,sexta
2023-01-13,ING0039,0.5,2023-01-14,sexta
2023-01-13,ING0040,9.0,2023-01-16,sexta
2023-01-13,ING0041,0.9611659438303121,2023-01-14,sexta
2023-01-13,ING0043,11.0,2023-01-14,sexta
2023-01-13,ING0044,0.5,2023-01-15,sexta
2023-01-13,ING0045,28.5,2023-01-14,sexta
2023-01-13,ING0046,0.5,2023-01-14,sexta
2023-01-13,ING0047,0.5,2023-01-14,sexta
2023-01-13,ING0050,0.5,2023-01-15,sexta
2023-01-13,ING0052,28.0,2023-01-15,sexta
2023-01-13,ING0054,0.5,2023-01-15,sexta
2023-01-13,ING0056,6.5,2023-01-15,sexta
2023-01-13,ING0057,140.0,2023-01-15,sexta
2023-01-13,ING0059,2.0,2023-01-17,sexta
2023-01-13,ING0060,14.0,2023-01-20,sexta
2023-01-13,ING0063,16.5,2023-01-17,sexta
2023-01-13,ING0065,0.5,2023-01-17,sexta
2023-01-13,ING0066,115.0,2023-01-17,sexta
2023-01-13,ING0070,10.0,2023-01-19,sexta
2023-01-13,ING0071,19.5,2023-01-17,sexta
2023-01-13,ING0075,1.0,2023-01-15,sexta
2023-01-13,ING0076,29.0,2023-01-15,sexta
2023-01-13,ING0078,2.5,2023-01-15,sexta
2023-01-13,ING0084,48.0,2023-01-15,sexta
2023-01-13,ING0085,0.5,2023-01-15,sexta
2023-01-13,ING0087,3.9402692962310777,2023-01-15,sexta
2023-01-13,ING0088,52.5,2023-01-15,sexta
2023-01-13,ING0090,3.0,2023-01-15,sexta
2023-01-13,ING0091,8.0,2023-01-15,sexta
2023-01-13,ING0092,12.5,2023-01-15,sexta
2023-01-13,ING0095,17.0,2023-01-15,sexta
2023-01-13,ING0096,1.0,2023-01-15,sexta
2023-01-13,ING0097,0.5,2023-01-15,sexta
2023-01-13,ING0098,0.5,2023-01-14,sexta
2023-01-13,ING0099,1.5,2023-01-14,sexta
2023-01-13,ING0100,1.5,2023-01-14,sexta
2023-01-13,ING0101,0.5,2023-01-15,sexta
2023-01-13,ING0102,2.0,2023-01-16,sexta
2023-01-13,ING0103,0.5,2023-01-15,sexta
2023-01-13,ING0106,0.5,2023-01-16,sexta
2023-01-13,ING0108,1.0,2023-01-16,sexta
2023-01-13,ING0109,1.0,2023-01-14,sexta
2023-01-13,ING0111,8.0,2023-01-14,sexta
2023-01-13,ING0112,0.5,2023-01-15,sexta
2023-01-13,ING0113,1.0,2023-01-15,sexta
2023-01-13,ING0117,0.5,2023-01-14,sexta
2023-01-13,ING0122,29.0,2023-01-17,sexta
2023-01-13,ING0124,1.0,2023-01-17,sexta
2023-01-13,ING0126,17.82757708010063,2023-01-17,sexta
2023-01-13,ING0128,0.5,2023-01-17,sexta
2023-01-13,ING0131,2.0,2023-01-17,sexta
2023-01-13,ING0136,2.208922535688985,2023-01-29,sexta
2023-01-13,ING0142,6.0,2023-01-17,sexta
2023-01-13,ING0152,1.5,2023-01-16,sexta
2023-01-13,ING0157,3.5,2023-01-16,sexta
2023-01-13,ING0163,945.0,2023-01-14,sexta
2023-01-13,ING0164,1.5,2023-01-16,sexta
2023-01-13,ING0165,4.0,2023-01-16,sexta
2023-01-13,ING0167,94.5,2023-01-18,sexta
2023-01-13,ING0169,0.5,2023-01-16,sexta
2023-01-13,ING0171,25.5,2023-01-16,sexta
2023-01-13,ING0188,63.0,2023-01-16,sexta
2023-01-13,ING0195,1.0,2023-01-16,sexta
2023-01-13,ING0203,4.5,2023-01-16,sexta
2023-01-13,ING0206,73.0,2023-01-16,sexta
2023-01-13,ING0211,50.0,2023-01-17,sexta
2023-01-13,ING0221,9.0,2023-01-17,sexta
2023-01-13,ING0228,1.0,2023-01-19,sexta
2023-01-13,ING0231,1.5,2023-01-17,sexta
2023-01-13,ING0232,12.5,2023-01-19,sexta
2023-01-13,ING0234,0.5,2023-01-17,sexta
2023-01-13,ING0238,1.1334200707305622,2023-01-18,sexta
2023-01-13,ING0240,2.0,2023-01-18,sexta
2023-01-13,ING0243,1.5,2023-01-17,sexta
2023-01-16,ING0023,388.0,2023-01-19,emergencial
2023-01-16,ING0026,3.0,2023-01-20,emergencial
2023-01-16,ING0027,2.0,2023-01-20,emergencial
2023-01-16,ING0030,6.5,2023-01-20,emergencial
2023-01-16,ING0059,2.5,2023-01-20,emergencial
2023-01-16,ING0060,16.0,2023-01-20,emergencial
2023-01-16,ING0063,26.0,2023-01-23,emergencial
2023-01-16,ING0066,166.5,2023-01-20,emergencial
2023-01-16,ING0070,14.0,2023-01-25,emergencial
2023-01-16,ING0071,18.0,2023-01-21,emergencial
2023-01-16,ING0094,3.5,2023-01-18,emergencial
2023-01-16,ING0100,2.0,2023-01-17,emergencial
2023-01-16,ING0122,42.0,2023-01-20,emergencial
2023-01-16,ING0124,1.0,2023-01-20,emergencial
2023-01-16,ING0131,3.5,2023-01-20,emergencial
2023-01-16,ING0136,2.0,2023-01-22,emergencial
2023-01-16,ING0142,10.0,2023-01-20,emergencial
2023-01-16,ING0189,2.0,2023-01-19,emergencial
2023-01-16,ING0211,72.0,2023-01-19,emergencial
2023-01-16,ING0214,311.0,2023-01-19,emergencial
2023-01-16,ING0231,2.5,2023-01-20,emergencial
2023-01-16,ING0234,1.0,2023-01-20,emergencial
2023-01-16,ING0236,382.92655008202615,2023-01-20,emergencial
2023-01-16,ING0240,3.0,2023-01-20,emergencial
2023-01-17,ING0010,238.0,2023-01-20,emergencial
2023-01-17,ING0026,3.5,2023-01-21,emergencial
2023-01-17,ING0060,16.0,2023-01-21,emergencial
2023-01-17,ING0070,15.0,2023-01-25,emergencial
2023-01-17,ING0076,24.5,2023-01-19,emergencial
2023-01-17,ING0089,29.0,2023-01-19,emergencial
2023-01-17,ING0094,5.5,2023-01-20,emergencial
2023-01-17,ING0100,2.0,2023-01-18,emergencial
2023-01-17,ING0136,2.0,2023-01-21,emergencial
2023-01-17,ING0189,2.5,2023-01-20,emergencial
2023-01-17,ING0214,301.0,2023-01-20,emergencial
2023-01-17,ING0240,3.0,2023-01-21,emergencial
2023-01-18,ING0026,4.0,2023-01-22,emergencial
2023-01-18,ING0060,48.58291205655329,2023-01-22,emergencial
2023-01-18,ING0070,15.0,2023-01-29,emergencial
2023-01-18,ING0076,29.5,2023-01-21,emergencial
2023-01-18,ING0088,75.5,2023-01-21,emergencial
2023-01-18,ING0089,33.0,2023-01-20,emergencial
2023-01-18,ING0092,21.0,2023-01-20,emergencial
2023-01-18,ING0136,2.0,2023-01-28,emergencial
2023-01-18,ING0189,3.0,2023-01-21,emergencial
2023-01-18,ING0214,324.0,2023-01-21,emergencial
2023-01-19,ING0004,71.5,2023-01-22,emergencial
2023-01-19,ING0010,317.0,2023-01-22,emergencial
2023-01-19,ING0024,14.0,2023-01-22,emergencial
2023-01-19,ING0026,4.5,2023-01-23,emergencial
2023-01-19,ING0060,47.10505462312766,2023-01-23,emergencial
2023-01-19,ING0088,84.5,2023-01-21,emergencial
2023-01-19,ING0092,23.0,2023-01-21,emergencial
2023-01-19,ING0115,2.5,2023-01-20,emergencial
2023-01-19,ING0136,2.0,2023-01-29,emergencial
2023-01-20,ING0004,86.12176233100321,2023-01-23,sexta
2023-01-20,ING0006,77.5,2023-01-24,sexta
2023-01-20,ING0007,2.0,2023-01-23,sexta
2023-01-20,ING0010,89.0,2023-01-23,sexta
2023-01-20,ING0012,8.0,2023-01-23,sexta
2023-01-20,ING0015,212.0,2023-01-23,sexta
2023-01-20,ING0018,28.5,2023-01-26,sexta
2023-01-20,ING0024,18.5,2023-01-23,sexta
2023-01-20,ING0028,0.5,2023-01-24,sexta
2023-01-20,ING0029,0.4660579763308449,2023-01-24,sexta
2023-01-20,ING0030,0.5,2023-01-24,sexta
2023-01-20,ING0034,4.5,2023-01-21,sexta
2023-01-20,ING0035,2.0,2023-01-21,sexta
2023-01-20,ING0036,2.0,2023-01-21,sexta
2023-01-20,ING0038,5.488271992897938,2023-01-21,sexta
2023-01-20,ING0039,0.5,2023-01-23,sexta
2023-01-20,ING0041,0.5,2023-01-21,sexta
2023-01-20,ING0042,1.0,2023-01-22,sexta
2023-01-20,ING0044,0.5,2023-01-22,sexta
2023-01-20,ING0045,49.0,2023-01-21,sexta
2023-01-20,ING0046,0.5,2023-01-21,sexta
2023-01-20,ING0047,0.5,2023-01-21,sexta
2023-01-20,ING0051,0.5,2023-01-26,sexta
