id,date_time,recipe_id,quantity,unit_price
VEN000000348,2023-01-04 11:18:13,REC0055,1,35.9
VEN000000349,2023-01-04 11:18:44,REC0082,3,54.9
VEN000000350,2023-01-04 11:20:18,REC0086,3,59.9
VEN000000351,2023-01-04 11:20:51,REC0090,1,18.9
VEN000000352,2023-01-04 11:21:19,REC0049,2,26.9
VEN000000353,2023-01-04 11:24:57,REC0097,2,11.23
VEN000000354,2023-01-04 11:27:35,REC0073,1,18.9
VEN000000355,2023-01-04 11:30:34,REC0067,2,16.9
VEN000000356,2023-01-04 11:39:18,REC0099,3,18.9
VEN000000357,2023-01-04 11:42:11,REC0095,2,14.15
VEN000000358,2023-01-04 11:45:08,REC0059,3,35.9
VEN000000359,2023-01-04 11:54:46,REC0070,4,18.9
VEN000000360,2023-01-04 11:55:53,REC0096,5,43.9
VEN000000361,2023-01-04 12:01:49,REC0078,2,9.9
VEN000000362,2023-01-04 12:02:05,REC0050,3,26.9
VEN000000363,2023-01-04 12:02:47,REC0078,1,9.9
VEN000000364,2023-01-04 12:04:29,REC0083,2,54.9
VEN000000365,2023-01-04 12:05:42,REC0073,3,18.9
VEN000000366,2023-01-04 12:07:39,REC0067,4,16.9
VEN000000367,2023-01-04 12:09:44,REC0086,2,59.9
VEN000000368,2023-01-04 12:11:33,REC0074,2,21.9
VEN000000369,2023-01-04 12:12:02,REC0105,5,59.9
VEN000000370,2023-01-04 12:15:21,REC0067,1,16.9
VEN000000371,2023-01-04 12:17:06,REC0054,2,32.9
VEN000000372,2023-01-04 12:19:02,REC0073,5,18.9
VEN000000373,2023-01-04 12:20:39,REC0051,4,32.9
VEN000000374,2023-01-04 12:23:11,REC0069,3,26.9
VEN000000375,2023-01-04 12:23:30,REC0071,4,18.9
VEN000000376,2023-01-04 12:33:40,REC0105,2,59.9
VEN000000377,2023-01-04 12:45:17,REC0087,3,42.9
VEN000000378,2023-01-04 12:45:28,REC0059,4,35.9
VEN000000379,2023-01-04 12:46:15,REC0094,1,21.9
VEN000000380,2023-01-04 12:46:32,REC0045,5,26.9
VEN000000381,2023-01-04 12:48:07,REC0092,2,21.9
VEN000000382,2023-01-04 12:51:19,REC0047,4,32.9
VEN000000383,2023-01-04 12:51:32,REC0045,3,26.9
VEN000000384,2023-01-04 12:53:22,REC0071,3,18.9
VEN000000385,2023-01-04 12:53:33,REC0056,5,35.9
VEN000000386,2023-01-04 12:54:43,REC0104,2,8.0
VEN000000387,2023-01-04 12:54:44,REC0058,3,39.9
VEN000000388,2023-01-04 13:01:04,REC0073,2,18.9
VEN000000389,2023-01-04 13:02:18,REC0058,2,39.9
VEN000000390,2023-01-04 13:02:22,REC0059,1,35.9
VEN000000391,2023-01-04 13:04:32,REC0054,2,32.9
VEN000000392,2023-01-04 13:07:28,REC0063,2,29.9
VEN000000393,2023-01-04 13:12:33,REC0051,2,32.9
VEN000000394,2023-01-04 13:13:36,REC0065,5,21.9
VEN000000395,2023-01-04 13:15:08,REC0061,2,32.9
VEN000000396,2023-01-04 13:15:55,REC0086,2,59.9
VEN000000397,2023-01-04 13:15:55,REC0061,4,32.9
VEN000000398,2023-01-04 13:16:05,REC0059,1,35.9
VEN000000399,2023-01-04 13:16:25,REC0086,3,59.9
VEN000000400,2023-01-04 13:16:40,REC0094,2,21.9
VEN000000401,2023-01-04 13:16:56,REC0047,2,32.9
VEN000000402,2023-01-04 13:18:22,REC0067,3,16.9
VEN000000403,2023-01-04 13:20:03,REC0057,3,26.9
VEN000000404,2023-01-04 13:21:35,REC0048,1,36.9
VEN000000405,2023-01-04 13:22:09,REC0066,2,21.9
VEN000000406,2023-01-04 13:24:54,REC0050,2,26.9
VEN000000407,2023-01-04 13:25:59,REC0078,2,9.9
VEN000000408,2023-01-04 13:26:41,REC0083,2,54.9
VEN000000409,2023-01-04 13:26:45,REC0055,4,35.9
VEN000000410,2023-01-04 13:27:42,REC0067,2,16.9
VEN000000411,2023-01-04 13:29:39,REC0096,3,43.9
VEN000000412,2023-01-04 13:31:56,REC0072,2,18.9
VEN000000413,2023-01-04 13:33:10,REC0057,1,26.9
VEN000000414,2023-01-04 13:34:06,REC0050,1,26.9
VEN000000415,2023-01-04 13:39:21,REC0088,2,43.9
VEN000000416,2023-01-04 13:44:15,REC0073,2,18.9
VEN000000417,2023-01-04 13:44:51,REC0069,2,26.9
VEN000000418,2023-01-04 13:45:35,REC0095,2,14.15
VEN000000419,2023-01-04 13:50:19,REC0067,2,16.9
VEN000000420,2023-01-04 13:51:15,REC0088,3,43.9
VEN000000421,2023-01-04 13:51:35,REC0088,1,43.9
VEN000000422,2023-01-04 13:52:27,REC0105,2,59.9
VEN000000423,2023-01-04 13:54:23,REC0053,1,36.9
VEN000000424,2023-01-04 13:56:56,REC0069,5,26.9
VEN000000425,2023-01-04 14:02:20,REC0054,3,32.9
VEN000000426,2023-01-04 14:05:23,REC0078,1,9.9
VEN000000427,2023-01-04 14:07:03,REC0045,1,26.9
VEN000000428,2023-01-04 14:10:59,REC0050,2,26.9
VEN000000429,2023-01-04 14:18:24,REC0070,2,18.9
VEN000000430,2023-01-04 14:20:04,REC0078,2,9.9
VEN000000431,2023-01-04 14:20:15,REC0105,2,59.9
VEN000000432,2023-01-04 14:22:24,REC0076,2,29.9
VEN000000433,2023-01-04 14:24:28,REC0102,2,8.09
VEN000000434,2023-01-04 14:26:30,REC0048,1,36.9
VEN000000435,2023-01-04 14:26:32,REC0065,5,21.9
VEN000000436,2023-01-04 14:27:18,REC0088,3,43.9
VEN000000437,2023-01-04 14:28:56,REC0074,1,21.9
VEN000000438,2023-01-04 14:31:09,REC0067,2,16.9
VEN000000439,2023-01-04 14:33:00,REC0078,4,9.9
VEN000000440,2023-01-04 14:35:06,REC0092,2,21.9
VEN000000441,2023-01-04 14:36:27,REC0050,4,26.9
VEN000000442,2023-01-04 14:40:47,REC0050,4,26.9
VEN000000443,2023-01-04 14:40:50,REC0056,2,35.9
VEN000000444,2023-01-04 14:46:43,REC0077,4,26.9
VEN000000445,2023-01-04 14:47:46,REC0048,3,36.9
VEN000000446,2023-01-04 14:51:55,REC0047,2,32.9
VEN000000447,2023-01-04 14:55:11,REC0053,1,36.9
VEN000000448,2023-01-04 15:02:26,REC0054,1,32.9
VEN000000449,2023-01-04 15:19:28,REC0075,1,26.9
VEN000000450,2023-01-04 15:21:15,REC0099,4,18.9
